name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
CAS-NO2-1MA;SOS_M1;M1AI1;CAS-NO2-1MA Nivel de NO2;WAGO;16600;100;700;148;0.000611;0.0;true;ppm;false
CAS-OPC-1MA;SOS_M1;M1AI2;CAS-OPC-1MA Nivel de opacidad;WAGO;16602;101;701;149;0.000003052;0.0;true;m-1;false
CAS-LUX-1MA;SOS_M1;M1AI3;CAS-LUX-1MA Nivel de luminosidad;WAGO;16604;102;702;150;0.0304945054945055;1.0;false;lux;false
CAS-LUX-2MA;SOS_M1;M1AI4;CAS-LUX-2MA Nivel de luminosidad;WAGO;16606;103;703;151;0.0304945054945055;1.0;false;lux;false
CAS-LUX-3MA;SOS_M1;M1AI5;CAS-LUX-3MA Nivel de luminosidad;WAGO;16608;104;704;152;0.0304945054945055;1.0;false;lux;false
CAS-ANE-1MA;SOS_M1;M1AI6;CAS-ANE-1MA Velocidad y Direccion del viento;WAGO;16610;105;705;153;-0.001221;20;false;m/s;false
CAS-NO2-2MA;SOS_M2;M1AI1;CAS-NO2-2MA Nivel de NO2;WAGO;16612;106;706;154;0.000611;0.0;true;ppm;false
CAS-OP-2MA;SOS_M2;M1AI2;CAS-OP-2MA Nivel de opacidad;WAGO;16614;107;707;155;0.000003052;0.0;true;m-1;false
CAS-LUX-4MA;SOS_M2;M1AI3;CAS-LUX-4MA Nivel de luminosidad;WAGO;16616;108;708;156;0.0304945054945055;1.0;false;lux;false
CAS-NO2-3MA;SOS_M3;M1AI1;CAS-NO2-3MA Nivel de NO2;WAGO;16618;109;709;157;0.000611;0.0;true;ppm;false
CAS-OP-3MA;SOS_M3;M1AI2;CAS-OP-3MA Nivel de opacidad;WAGO;16620;110;710;158;0.000003052;0.0;true;m-1;false
CAS-ANE-2MA;SOS_M3;M1AI3;CAS-ANE-2MA Medida de la velocidad y sentido del viento;WAGO;16622;111;711;159;-0.001221;20;false;m/s;false
CAS-NO2-4MA;SOS_M4;M1AI1;CAS-NO2-4MA Nivel de NO2;WAGO;16624;112;712;160;0.000611;0.0;true;ppm;false
CAS-OP-4MA;SOS_M4;M1AI2;CAS-OP-4MA Nivel de opacidad;WAGO;16626;113;713;161;0.000003052;0.0;true;m-1;false
