root_device;signal;id;device;channel;description;controller;inverseLogic
CAS-VENT-VF1-MA;directSpinInput;1;CGBT_BC;M3DI11;CAS-VENT-VF1-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF1-MA;directSpinOutput;2;CGBT_BC;M3DO1;CAS-VENT-VF1-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF1-MA;inverseSpinInput;3;CGBT_BC;M3DI12;CAS-VENT-VF1-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF1-MA;inverseSpinOutput;4;CGBT_BC;M3DO2;CAS-VENT-VF1-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF2-MA;directSpinInput;1;CGBT_BC;M3DI15;CAS-VENT-VF2-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF2-MA;directSpinOutput;2;CGBT_BC;M3DO3;CAS-VENT-VF2-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF2-MA;inverseSpinInput;3;CGBT_BC;M4DI0;CAS-VENT-VF2-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF2-MA;inverseSpinOutput;4;CGBT_BC;M3DO4;CAS-VENT-VF2-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF3-MA;directSpinInput;1;CGBT_BC;M4DI3;CAS-VENT-VF3-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF3-MA;directSpinOutput;2;CGBT_BC;M3DO5;CAS-VENT-VF3-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF3-MA;inverseSpinInput;3;CGBT_BC;M4DI4;CAS-VENT-VF3-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF3-MA;inverseSpinOutput;4;CGBT_BC;M3DO6;CAS-VENT-VF3-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF4-MA;directSpinInput;1;CGBT_BC;M4DI7;CAS-VENT-VF4-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF4-MA;directSpinOutput;2;CGBT_BC;M3DO7;CAS-VENT-VF4-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF4-MA;inverseSpinInput;3;CGBT_BC;M4DI8;CAS-VENT-VF4-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF4-MA;inverseSpinOutput;4;CGBT_BC;M4DO0;CAS-VENT-VF4-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF5-MA;directSpinInput;1;CGBT_BC;M4DI11;CAS-VENT-VF5-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF5-MA;directSpinOutput;2;CGBT_BC;M4DO1;CAS-VENT-VF5-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF5-MA;inverseSpinInput;3;CGBT_BC;M4DI12;CAS-VENT-VF5-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF5-MA;inverseSpinOutput;4;CGBT_BC;M4DO2;CAS-VENT-VF5-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF6-MA;directSpinInput;1;CGBT_BC;M4DI15;CAS-VENT-VF6-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF6-MA;directSpinOutput;2;CGBT_BC;M4DO3;CAS-VENT-VF6-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF6-MA;inverseSpinInput;3;CGBT_BC;M5DI0;CAS-VENT-VF6-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF6-MA;inverseSpinOutput;4;CGBT_BC;M4DO4;CAS-VENT-VF6-MA Control giro sentido inverso;WAGO;false
