item;alias;description;sessionuid;road;stretchs;secc;pk;sentido;param1_brand;param2_model
1;RNRKD02L;RNRKD02L;RNRKD02L;R7;R7_2:Ketelec-Dunajská Lužná;;7+017;L;SIEMENS;LOGO! 12/24 RCEo 
2;RNRKD04L;RNRKD04L;RNRKD04L;R7;R7_2:Ketelec-Dunajská Lužná;;7+497;L;SIEMENS;LOGO! 12/24 RCEo 
3;RNRSPS405JSPP;RNRSPS405JSPP;RNRSPS405JSPP;D4;D4_3:Ketelec-Rovinca;;160 VETVY;P;SIEMENS;LOGO! 12/24 RCEo 
4;RNRJS20P;RNRJS20P;RNRJS20P;D4;D4_3:Ketelec-Rovinca;;9+60413;P;SIEMENS;LOGO! 12/24 RCEo 
5;RNRJS16P;RNRJS16P;RNRJS16P;D4;D4_2:Rusovce-Ketelec;;6+128;P;SIEMENS;LOGO! 12/24 RCEo 
6;RNRPK02L;RNRPK02L;RNRPK02L;R7;R7_1:Prievoz-Ketelec;;0+697;L;SIEMENS;LOGO! 12/24 RCEo 
7;RNRPK20L;RNRPK20L;RNRPK20L;R7;R7_1:Prievoz-Ketelec;;0+100;L;SIEMENS;LOGO! 12/24 RCEo 
8;RNRPK21P;RNRPK21P;RNRPK21P;R7;R7_1:Prievoz-Ketelec;;0+492;P;SIEMENS;LOGO! 12/24 RCEo 
9;RNRPK22P;RNRPK22P;RNRPK22P;R7;R7_1:Prievoz-Ketelec;;0+043;P;SIEMENS;LOGO! 12/24 RCEo 
