synoptic_alias;alias;parent_alias;id_element_type;id_element_subtype;module_action_id
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_ZONAS_INCENDIO;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;15;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_FOTOCELULAS;SYNOPTIC_LAYERS_ILUMINACION;31;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_LUMINANCIMETROS;SYNOPTIC_LAYERS_ILUMINACION;12;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_LUXOMETROS;SYNOPTIC_LAYERS_ILUMINACION;14;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_ETDS;SYNOPTIC_LAYERS_TRAFICO;51;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_SECCIONES;SYNOPTIC_LAYERS_TRAFICO;4;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_ANEMOMETROS;SYNOPTIC_LAYERS_VENTILACION;18;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_DETECTORES_CO;SYNOPTIC_LAYERS_VENTILACION;19;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_DETECTORES_NO;SYNOPTIC_LAYERS_VENTILACION;20;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_DETECTORES_OPAC;SYNOPTIC_LAYERS_VENTILACION;21;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_VELETAS;SYNOPTIC_LAYERS_VENTILACION;66;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_GENERAL;SYNOPTIC_LAYERS_VENTILADORES;SYNOPTIC_LAYERS_VENTILACION;9;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_UNIFILARES;;56;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_ILUMINACION;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_CIRCUITOS;SYNOPTIC_LAYERS_ILUMINACION;84;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_DALI;SYNOPTIC_LAYERS_ILUMINACION;85;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_FOTOCELULA;SYNOPTIC_LAYERS_ILUMINACION;31;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_LUMINANCIMENTRO;SYNOPTIC_LAYERS_ILUMINACION;14;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ILUMINACION;SYNOPTIC_LAYERS_LUXOMETRO;SYNOPTIC_LAYERS_ILUMINACION;12;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_COMUNICACIONES;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_DAI;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_MEGAFONIA;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_ERUS;SYNOPTIC_LAYERS_COMUNICACIONES;74;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_PLCS;SYNOPTIC_LAYERS_COMUNICACIONES;27;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_SOS;SYNOPTIC_LAYERS_COMUNICACIONES;11;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_SWITCHS;SYNOPTIC_LAYERS_COMUNICACIONES;26;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_NAS;SYNOPTIC_LAYERS_DAI;28;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_SERVIDOR;SYNOPTIC_LAYERS_DAI;52;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_CENTRALES;SYNOPTIC_LAYERS_MEGAFONIA;5;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_RADIO;SYNOPTIC_LAYERS_MEGAFONIA;30;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_COMUNICACIONES;SYNOPTIC_LAYERS_ZONAS;SYNOPTIC_LAYERS_MEGAFONIA;16;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_SOS;;11;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_TANQUE;;87;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_ELECTRICIDAD;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_ANALIZADOR_RED;SYNOPTIC_LAYERS_ELECTRICIDAD;70;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_GRUPO_TRASIEGO;SYNOPTIC_LAYERS_ELECTRICIDAD;93;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_GRUPO_ELECTROGENO;SYNOPTIC_LAYERS_ELECTRICIDAD;75;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_MAGNETOTERMICO;SYNOPTIC_LAYERS_ELECTRICIDAD;57;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_SAI;SYNOPTIC_LAYERS_ELECTRICIDAD;65;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_TRAFOS;SYNOPTIC_LAYERS_ELECTRICIDAD;33;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_ENERGIA;SYNOPTIC_LAYERS_UNIFILARES;SYNOPTIC_LAYERS_ELECTRICIDAD;56;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_PCI;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_CENTRAL_LINEAL;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;29;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_CENTRAL_PUNTUAL;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;61;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_DETECTOR_HUMOS;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;58;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_PULSADORES;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;59;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_SIRENAS;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;60;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_ZONAS_INCENDIO;SYNOPTIC_LAYERS_DETECCION_INCENDIOS;15;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_BOMBAS;SYNOPTIC_LAYERS_PCI;86;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_SENSORES_PERDIDAS;SYNOPTIC_LAYERS_PCI;88;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_TANQUE;SYNOPTIC_LAYERS_PCI;87;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_PCI;SYNOPTIC_LAYERS_VALVULAS;SYNOPTIC_LAYERS_PCI;22;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CGBT;SYNOPTIC_LAYERS_INTERRUPTORES;;57;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSG;SYNOPTIC_LAYERS_INTERRUPTORES;;57;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSA;SYNOPTIC_LAYERS_ENERGIA;;;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSA;SYNOPTIC_LAYERS_INTERRUPTORES;SYNOPTIC_LAYERS_ENERGIA;57;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSA;SYNOPTIC_LAYERS_CONTACTORES;SYNOPTIC_LAYERS_ENERGIA;84;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSB;SYNOPTIC_LAYERS_ENERGIA;;;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSB;SYNOPTIC_LAYERS_INTERRUPTORES;SYNOPTIC_LAYERS_ENERGIA;57;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSB;SYNOPTIC_LAYERS_CONTACTORES;SYNOPTIC_LAYERS_ENERGIA;84;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSV_CA;SYNOPTIC_LAYERS_INTERRUPTORES;;57;;
SELECTOR_TREE_NODES_SINOPTICOS_UF_CSV_MA;SYNOPTIC_LAYERS_INTERRUPTORES;;57;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_CAMARAS;;2;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_ETDS;;51;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_EMS;;1;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_SOS;;11;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_UNIFILARES;;56;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_ILUMINACION;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_LUMINANCIMETROS;SYNOPTIC_LAYERS_ILUMINACION;14;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_LUXOMETROS;SYNOPTIC_LAYERS_ILUMINACION;12;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_VENTILACION;;;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_ANEMOMETROS;SYNOPTIC_LAYERS_VENTILACION;18;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_DETECTORES_CO;SYNOPTIC_LAYERS_VENTILACION;19;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_DETECTORES_NO;SYNOPTIC_LAYERS_VENTILACION;20;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_DETECTORES_OPAC;SYNOPTIC_LAYERS_VENTILACION;21;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_DETECTORES_VELETAS;SYNOPTIC_LAYERS_VENTILACION;66;;
SELECTOR_TREE_NODES_SINOPTICOS_TUNEL_VENTILACION;SYNOPTIC_LAYERS_DETECTORES_VENTILADORES;SYNOPTIC_LAYERS_VENTILACION;9;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_ILUMINACION;;84;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_ILUMINACION;;31;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_CTROL_ACCESOS;;89;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_ASCENSORES;;49;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_DET_INCENDIOS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_DET_DET_HUMOS;SYNOPTIC_LAYERS_DET_INCENDIOS;58;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L1;SYNOPTIC_LAYERS_DET_DET_PULSADOR;SYNOPTIC_LAYERS_DET_INCENDIOS;59;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_ILUMINACION;;84;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_ILUMINACION;;31;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_CTROL_ACCESOS;;89;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_ASCENSORES;;49;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_DET_INCENDIOS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_DET_DET_HUMOS;SYNOPTIC_LAYERS_DET_INCENDIOS;58;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L2;SYNOPTIC_LAYERS_DET_DET_PULSADOR;SYNOPTIC_LAYERS_DET_INCENDIOS;59;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_ILUMINACION;;84;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_ILUMINACION;;31;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_CTROL_ACCESOS;;89;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_ASCENSORES;;49;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_DET_INCENDIOS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_DET_DET_HUMOS;SYNOPTIC_LAYERS_DET_INCENDIOS;58;;
SELECTOR_TREE_NODES_SINOPTICOS_HOSPITAL_L3;SYNOPTIC_LAYERS_DET_DET_PULSADOR;SYNOPTIC_LAYERS_DET_INCENDIOS;59;;
SELECTOR_TREE_NODES_SINOPTICOS_CENTRAL_NUCLEAR;SYNOPTIC_LAYERS_TURBINAS;;86;;
SELECTOR_TREE_NODES_SINOPTICOS_CENTRAL_NUCLEAR;SYNOPTIC_LAYERS_GENERADORES;;;;
SELECTOR_TREE_NODES_SINOPTICOS_CENTRAL_NUCLEAR;SYNOPTIC_LAYERS_GENERADORES_VAPOR;SYNOPTIC_LAYERS_GENERADORES;63;;
SELECTOR_TREE_NODES_SINOPTICOS_CENTRAL_NUCLEAR;SYNOPTIC_LAYERS_GENERADORES_ELECTRICO;SYNOPTIC_LAYERS_GENERADORES;75;;
SELECTOR_TREE_NODES_SINOPTICOS_CENTRAL_NUCLEAR;SYNOPTIC_LAYERS_REACTOR;;62;;
