name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
CH-VENT-MAGDIF-VF1-CA;CGBT;M8DI0;CH-VENT-MAGDIF-VF1-CA Estado Interruptor ventilador VF-01-CA;WAGO;15500;800;false
CH-VENT-VF1-CA;CGBT;M8DI3;CH-VENT-VF1-CA Estado Circuito fallo arrancador ventilador VF-01-CA;WAGO;15501;801;false
CH-VENT-MAGDIF-VF2-CA;CGBT;M8DI4;CH-VENT-MAGDIF-VF2-CA Estado Interruptor ventilador VF-02-CA;WAGO;15502;802;false
CH-VENT-VF2-CA;CGBT;M8DI7;CH-VENT-VF2-CA Estado Circuito fallo arrancador ventilador VF-02-CA;WAGO;15503;803;false
CH-VENT-MAGDIF-VF3-CA;CGBT;M8DI8;CH-VENT-MAGDIF-VF3-CA Estado Interruptor ventilador VF-03-CA;WAGO;15504;804;false
CH-VENT-VF3-CA;CGBT;M8DI11;CH-VENT-VF3-CA Estado Circuito fallo arrancador ventilador VF-03-CA;WAGO;15505;805;false
CH-VENT-MAGDIF-VF4-CA;CGBT;M8DI12;CH-VENT-MAGDIF-VF4-CA Estado Interruptor ventilador VF-04-CA;WAGO;15506;806;false
CH-VENT-VF4-CA;CGBT;M8DI15;CH-VENT-VF4-CA Estado Circuito fallo arrancador ventilador VF-04-CA;WAGO;15507;807;false
CH-VENT-MAGDIF-VF5-CA;CGBT;M9DI0;CH-VENT-MAGDIF-VF5-CA Estado Interruptor ventilador VF-05-CA;WAGO;15508;808;false
CH-VENT-VF5-CA;CGBT;M9DI3;CH-VENT-VF5-CA Estado Circuito fallo arrancador ventilador VF-05-CA;WAGO;15509;809;false
CH-VENT-MAGDIF-VF6-CA;CGBT;M9DI4;CH-VENT-MAGDIF-VF6-CA Estado Interruptor ventilador VF-06-CA;WAGO;15510;810;false
CH-VENT-VF6-CA;CGBT;M9DI7;CH-VENT-VF6-CA Estado Circuito fallo arrancador ventilador VF-06-CA;WAGO;15511;811;false
CH-VENT-MAGDIF-VF7-CA;CGBT;M9DI8;CH-VENT-MAGDIF-VF7-CA Estado Interruptor ventilador VF-07-CA;WAGO;15512;812;false
CH-VENT-VF7-CA;CGBT;M9DI11;CH-VENT-VF7-CA Estado Circuito fallo arrancador ventilador VF-07-CA;WAGO;15513;813;false
CH-VENT-MAGDIF-VF8-CA;CGBT;M9DI12;CH-VENT-MAGDIF-VF8-CA Estado Interruptor ventilador VF-08-CA;WAGO;15514;814;false
CH-VENT-VF8-CA;CGBT;M9DI15;CH-VENT-VF8-CA Estado Circuito fallo arrancador ventilador VF-08-CA;WAGO;15515;815;false
CH-VENT-MAGDIF-VF1-MA;CGBT;M5DI13;CH-VENT-MAGDIF-VF1-MA Estado Interruptor ventilador VF-01-MA;WAGO;15516;816;false
CH-VENT-VF1-MA;CGBT;M6DI0;CH-VENT-VF1-MA Estado Circuito fallo arrancador ventilador VF-01-MA;WAGO;15517;817;false
CH-VENT-MAGDIF-VF2-MA;CGBT;M6DI1;CH-VENT-MAGDIF-VF2-MA Estado Interruptor ventilador VF-02-MA;WAGO;15518;818;false
CH-VENT-VF2-MA;CGBT;M6DI4;CH-VENT-VF2-MA Estado Circuito fallo arrancador ventilador VF-02-MA;WAGO;15519;819;false
CH-VENT-MAGDIF-VF3-MA;CGBT;M6DI5;CH-VENT-MAGDIF-VF3-MA Estado Interruptor ventilador VF-03-MA;WAGO;15520;820;false
CH-VENT-VF3-MA;CGBT;M6DI8;CH-VENT-VF3-MA Estado Circuito fallo arrancador ventilador VF-03-MA;WAGO;15521;821;false
CH-VENT-MAGDIF-VF4-MA;CGBT;M6DI9;CH-VENT-MAGDIF-VF4-MA Estado Interruptor ventilador VF-04-MA;WAGO;15522;822;false
CH-VENT-VF4-MA;CGBT;M6DI12;CH-VENT-VF4-MA Estado Circuito fallo arrancador ventilador VF-04-MA;WAGO;15523;823;false
CH-VENT-MAGDIF-VF5-MA;CGBT;M6DI13;CH-VENT-MAGDIF-VF5-SM Estado Interruptor ventilador VF-05-MA;WAGO;15524;824;false
CH-VENT-VF5-MA;CGBT;M7DI0;CH-VENT-VF5-SM Estado Circuito fallo arrancador ventilador VF-05-MA;WAGO;15525;825;false
