root_device;signal;id;device;channel;description;controller;inverseLogic
CH-VENT-VF1-MA;directSpinInput;1;CGBT;M5DI14;CH-VENT-VF1-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF1-MA;directSpinOutput;2;CGBT;M2DO11;CH-VENT-VF1-MA Control giro sentido directo;WAGO;false
CH-VENT-VF1-MA;inverseSpinInput;3;CGBT;M5DI12;CH-VENT-VF1-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF1-MA;inverseSpinOutput;4;CGBT;M2DO12;CH-VENT-VF1-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF2-MA;directSpinInput;1;CGBT;M6DI2;CH-VENT-VF2-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF2-MA;directSpinOutput;2;CGBT;M2DO13;CH-VENT-VF2-MA Control giro sentido directo;WAGO;false
CH-VENT-VF2-MA;inverseSpinInput;3;CGBT;M6DI3;CH-VENT-VF2-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF2-MA;inverseSpinOutput;4;CGBT;M2DO14;CH-VENT-VF2-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF3-MA;directSpinInput;1;CGBT;M6DI6;CH-VENT-VF3-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF3-MA;directSpinOutput;2;CGBT;M2DO15;CH-VENT-VF3-MA Control giro sentido directo;WAGO;false
CH-VENT-VF3-MA;inverseSpinInput;3;CGBT;M6DI7;CH-VENT-VF3-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF3-MA;inverseSpinOutput;4;CGBT;M3DO0;CH-VENT-VF3-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF4-MA;directSpinInput;1;CGBT;M6DI10;CH-VENT-VF4-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF4-MA;directSpinOutput;2;CGBT;M3DO1;CH-VENT-VF4-MA Control giro sentido directo;WAGO;false
CH-VENT-VF4-MA;inverseSpinInput;3;CGBT;M6DI11;CH-VENT-VF4-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF4-MA;inverseSpinOutput;4;CGBT;M3DO2;CH-VENT-VF4-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF5-MA;directSpinInput;1;CGBT;M6DI14;CH-VENT-VF5-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF5-MA;directSpinOutput;2;CGBT;M3DO3;CH-VENT-VF5-MA Control giro sentido directo;WAGO;false
CH-VENT-VF5-MA;inverseSpinInput;3;CGBT;M6DI15;CH-VENT-VF5-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF5-MA;inverseSpinOutput;4;CGBT;M3DO4;CH-VENT-VF5-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF6-MA;directSpinInput;1;CGBT;M7DI2;CH-VENT-VF6-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF6-MA;directSpinOutput;2;CGBT;M3DO5;CH-VENT-VF6-MA Control giro sentido directo;WAGO;false
CH-VENT-VF6-MA;inverseSpinInput;3;CGBT;M7DI3;CH-VENT-VF6-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF6-MA;inverseSpinOutput;4;CGBT;M3DO6;CH-VENT-VF6-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF7-MA;directSpinInput;1;CGBT;M7DI6;CH-VENT-VF7-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF7-MA;directSpinOutput;2;CGBT;M3DO7;CH-VENT-VF7-MA Control giro sentido directo;WAGO;false
CH-VENT-VF7-MA;inverseSpinInput;3;CGBT;M7DI7;CH-VENT-VF7-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF7-MA;inverseSpinOutput;4;CGBT;M3DO8;CH-VENT-VF7-MA Control giro sentido inverso;WAGO;false
CH-VENT-VF8-MA;directSpinInput;1;CGBT;M7DI10;CH-VENT-VF8-MA Estado giro sentido directo;WAGO;false
CH-VENT-VF8-MA;directSpinOutput;2;CGBT;M3DO9;CH-VENT-VF8-MA Control giro sentido directo;WAGO;false
CH-VENT-VF8-MA;inverseSpinInput;3;CGBT;M7DI11;CH-VENT-VF8-MA Estado giro sentido inverso;WAGO;false
CH-VENT-VF8-MA;inverseSpinOutput;4;CGBT;M3DO10;CH-VENT-VF8-MA Control giro sentido inverso;WAGO;false
