root_device;signal;id;device;channel;description;controller;inverseLogic
CH-VENT-VF1-CA;directSpinInput;1;CGBT;M8DI1;CH-VENT-VF1-CA Estado giro sentido directo;WAGO;false
CH-VENT-VF1-CA;directSpinOutput;2;CGBT;M3DO11;CH-VENT-VF1-CA Control giro sentido directo;WAGO;false
CH-VENT-VF1-CA;inverseSpinInput;3;CGBT;M8DI2;CH-VENT-VF1-CA Estado giro sentido inverso;WAGO;false
CH-VENT-VF1-CA;inverseSpinOutput;4;CGBT;M3DO12;CH-VENT-VF1-CA Control giro sentido inverso;WAGO;false
CH-VENT-VF2-CA;directSpinInput;1;CGBT;M8DI5;CH-VENT-VF2-CA Estado giro sentido directo;WAGO;false
CH-VENT-VF2-CA;directSpinOutput;2;CGBT;M3DO13;CH-VENT-VF2-CA Control giro sentido directo;WAGO;false
CH-VENT-VF2-CA;inverseSpinInput;3;CGBT;M8DI6;CH-VENT-VF2-CA Estado giro sentido inverso;WAGO;false
CH-VENT-VF2-CA;inverseSpinOutput;4;CGBT;M3DO14;CH-VENT-VF2-CA Control giro sentido inverso;WAGO;false
CH-VENT-VF3-CA;directSpinInput;1;CGBT;M8DI9;CH-VENT-VF3-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF3-CA;directSpinOutput;2;CGBT;M3DO15;CH-VENT-VF3-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF3-CA;inverseSpinInput;3;CGBT;M8DI10;CH-VENT-VF3-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF3-CA;inverseSpinOutput;4;CGBT;M4DO0;CH-VENT-VF3-CA  Control giro sentido inverso;WAGO;false
CH-VENT-VF4-CA;directSpinInput;1;CGBT;M8DI13;CH-VENT-VF4-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF4-CA;directSpinOutput;2;CGBT;M4DO1;CH-VENT-VF4-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF4-CA;inverseSpinInput;3;CGBT;M8DI14;CH-VENT-VF4-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF4-CA;inverseSpinOutput;4;CGBT;M4DO2;CH-VENT-VF4-CA  Control giro sentido inverso;WAGO;false
CH-VENT-VF5-CA;directSpinInput;1;CGBT;M9DI1;CH-VENT-VF5-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF5-CA;directSpinOutput;2;CGBT;M4DO3;CH-VENT-VF5-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF5-CA;inverseSpinInput;3;CGBT;M9DI2;CH-VENT-VF5-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF5-CA;inverseSpinOutput;4;CGBT;M4DO4;CH-VENT-VF5-CA  Control giro sentido inverso;WAGO;false
CH-VENT-VF6-CA;directSpinInput;1;CGBT;M9DI5;CH-VENT-VF6-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF6-CA;directSpinOutput;2;CGBT;M4DO5;CH-VENT-VF6-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF6-CA;inverseSpinInput;3;CGBT;M9DI6;CH-VENT-VF6-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF6-CA;inverseSpinOutput;4;CGBT;M4DO6;CH-VENT-VF6-CA  Control giro sentido inverso;WAGO;false
CH-VENT-VF7-CA;directSpinInput;1;CGBT;M9DI9;CH-VENT-VF7-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF7-CA;directSpinOutput;2;CGBT;M4DO7;CH-VENT-VF7-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF7-CA;inverseSpinInput;3;CGBT;M9DI10;CH-VENT-VF7-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF7-CA;inverseSpinOutput;4;CGBT;M4DO8;CH-VENT-VF7-CA  Control giro sentido inverso;WAGO;false
CH-VENT-VF8-CA;directSpinInput;1;CGBT;M9DI13;CH-VENT-VF8-CA  Estado giro sentido directo;WAGO;false
CH-VENT-VF8-CA;directSpinOutput;2;CGBT;M4DO9;CH-VENT-VF8-CA  Control giro sentido directo;WAGO;false
CH-VENT-VF8-CA;inverseSpinInput;3;CGBT;M9DI14;CH-VENT-VF8-CA  Estado giro sentido inverso;WAGO;false
CH-VENT-VF8-CA;inverseSpinOutput;4;CGBT;M4DO10;CH-VENT-VF8-CA  Control giro sentido inverso;WAGO;false
