name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
CH-VENT-VF2-CA;SOS_C1;M3AI3;CH-VENT-VF2-CA Temperatura Rodamientos Trasero Motor Ventilador;WAGO;16622;111;711;159;0.0625;0.0;false;C;false
CH-VENT-VF3-CA;SOS_C1;M3AI0;CH-VENT-VF3-CA Temperatura Rodamientos Delantero Motor Ventilador;WAGO;16624;112;712;160;0.0625;0.0;false;C;false
CH-VENT-VF3-CA;SOS_C1;M3AI1;CH-VENT-VF3-CA Temperatura Rodamientos Trasero Motor Ventilador;WAGO;16626;113;713;161;0.0625;0.0;false;C;false
CH-VENT-VF4-CA;SOS_C1;M5AI2;CH-VENT-VF4-CA Temperatura Rodamientos Delantero Motor Ventilador;WAGO;16628;114;714;162;0.0625;0.0;false;C;false
CH-VENT-VF4-CA;SOS_C1;M5AI3;CH-VENT-VF4-CA Temperatura Rodamientos Trasero Motor Ventilador;WAGO;16630;115;715;163;0.0625;0.0;false;C;false
CH-VENT-VF5-CA;SOS_C1;M5AI0;CH-VENT-VF5-CA Temperatura Rodamientos Delantero Motor Ventilador;WAGO;16632;116;716;164;0.0625;0.0;false;C;false
CH-VENT-VF5-CA;SOS_C1;M5AI1;CH-VENT-VF5-CA Temperatura Rodamientos Trasero Motor Ventilador;WAGO;16634;117;717;165;0.0625;0.0;false;C;false
CH-VENT-VF6-CA;SOS_C1;M4AI2;CH-VENT-VF6-CA Temperatura Rodamientos Delantero Motor Ventilador;WAGO;16636;118;718;166;0.0625;0.0;false;C;false
CH-VENT-VF6-CA;SOS_C1;M4AI3;CH-VENT-VF6-CA Temperatura Rodamientos Trasero Motor Ventilador;WAGO;16638;119;719;167;0.0625;0.0;false;C;false
CH-VENT-VF7-CA;SOS_C2;M3AI2;CH-VENT-VF7-CA Temperatura Rodamientos Delantero Motor Ventilador;WAGO;16640;120;720;168;0.0625;0.0;false;C;false
