item;alias;description;sessionuid;road;stretchs;secc;pk;sentido;param1_brand;param2_model;param1004_citilog_dai_uid;dm
1;PDAISRV01;DAI;PDAISRV01;D4;D4_2:Rusovce-Ketelec;;;;Citilog;DAI;PDAISRV01;
