Parent_type;Child_type;Parent;Child;child_inheritable_state_id
7;9;1;1;
7;9;1;2;
7;9;1;3;
7;9;1;4;
7;9;1;5;
7;9;1;6;
7;9;1;7;
7;9;1;8;
7;9;1;9;
7;9;1;10;
7;9;3;1;
7;9;3;2;
7;9;3;3;
7;9;3;4;
7;9;3;5;
7;9;3;6;
7;9;3;7;
7;9;3;8;
7;9;3;9;
7;9;3;10;
