device_name;session_uid;plc_name;host;port(i);url_publisher;offset_state(i);offset_cmd(i)
AL.SE1-S1;AL.SE1-S1;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22730;22735
AL.SE1-S2;AL.SE1-S2;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22730;22735
AL.SE1-S3;AL.SE1-S3;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22730;22735
AL.SE1-S4;AL.SE1-S4;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22730;22735
AL.SE1-P1;AL.SE1-P1;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22736;22741
AL.SE1-P2;AL.SE1-P2;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22736;22741
AL.SE1-P3;AL.SE1-P3;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22736;22741
CT01-EMR-001;CT01-EMR-001;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22742;22747
