device_name;session_uid;sos_electronic_fail;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i)
ICCP-BIE-001;ICCP-BIE-001;ICCP-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10017
ICCP-BIE-003;ICCP-BIE-003;ICCP-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10034
ICCP-BIE-005;ICCP-BIE-005;ICCP-CAB-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10051
IBTO-BIE-003;IBTO-BIE-003;IBTO-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10085
IBTO-BIE-001;IBTO-BIE-001;IBTO-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10102
S2TN-BIE-079;S2TN-BIE-079;S2TN-CAB-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10119
S2TS-BIE-079;S2TS-BIE-079;S2TS-CAB-039;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10136
S2TN-BIE-081;S2TN-BIE-081;S2TN-CAB-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10187
S2TS-BIE-081;S2TS-BIE-081;S2TS-CAB-040;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10204
S2TN-BIE-083;S2TN-BIE-083;S2TN-CAB-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10255
S2TS-BIE-083;S2TS-BIE-083;S2TS-CAB-041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10272
S2TS-BIE-085;S2TS-BIE-085;S2TN-CAB-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10289
S2TN-BIE-085;S2TN-BIE-085;S2TS-CAB-042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10306
S2TN-BIE-087;S2TN-BIE-087;S2TN-CAB-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10357
S2TS-BIE-087;S2TS-BIE-087;S2TS-CAB-043;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10374
S2TN-BIE-089;S2TN-BIE-089;S2TN-CAB-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10391
S2TS-BIE-089;S2TS-BIE-089;S2TS-CAB-044;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10408
S2TN-BIE-091;S2TN-BIE-091;S2TN-CAB-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10425
S2TS-BIE-091;S2TS-BIE-091;S2TS-CAB-045;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10442
S2TN-BIE-093;S2TN-BIE-093;S2TN-CAB-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10459
S2TS-BIE-093;S2TS-BIE-093;S2TS-CAB-046;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10476
SBTP-BIE-001;SBTP-BIE-001;SBTP-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT08_PLC_A;10.133.50.37;28050;monitor;;10527
