device_name;session_uid;url_publisher;host;port(i);read_permission;write_permission;offset_Air_Temperature(i);offset_Relative_Humidity(i);offset_Air_Pressure(i);offset_Average_Wind_Direction(i);offset_Average_Wind_Speed(i);offset_Precipitation_Intensity(i);offset_Precipitation_Type(i);offset_Surface_Temperature(i);offset_Freeze_Point(i);offset_Water_Depth(i);offset_Ice_Percent(i);offset_Friction(i);offset_Road_Condition(i);offset_Precipitation_Quantity(i);offset_visibilimeter_fail(i);offset_air_temperature_fail(i);offset_relative_humidity_fail(i);offset_air_pressure_fail(i);offset_wind_speed_fail(i);offset_wind_direction_fail(i);offset_precipitation_type_fail(i);offset_precipitation_intensity_fail(i);offset_precipitation_quantity_fail(i);offset_surface_temperature_fail(i);offset_freeze_surface_fail(i);offset_water_depth_fail(i);offset_ice_percent_fail(i);offset_friction_fail(i);offset_road_condition_fail(i);offset_Visibility(i);offset_Air_Pressure_Now(i);offset_Air_Temperature_Now(i);offset_Average_Wind_Direction_Now(i);offset_Average_Wind_Speed_Now(i);offset_Freeze_Point_Now(i);offset_Friction_Now(i);offset_Ice_Percent_Now(i);offset_Precipitation_Intensity_Now(i);offset_Precipitation_Type_Now(i);offset_Relative_Humidity_Now(i);offset_Road_Condition_Now(i);offset_Surface_Temperature_Now(i);offset_Visibility_Now(i);offset_Water_Depth_Now(i)
S1TN-MET-001;S1TN-MET-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;10.40.3.1;502;monitor;;14;16;18;26;20;12;10;184;188;192;194;196;198;30;704;800;802;804;806;808;810;812;814;816;826;822;824;826;828;708;4;0;8;6;172;180;178;12;10;2;182;168;700;176
