device_name;session_uid;plc_name;host;ct_upd;upd_state;port(i);url_publisher;offset_state(i)
UF-2E07-CAB-001;UF-2E07-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22001
UF-2E07-CAB-002;UF-2E07-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22007
UF-INKO-CAB-001;UF-INKO-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22013
UF-INKO-CAB-002;UF-INKO-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22019
UF-IVIP-CAB-001;UF-IVIP-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22025
UF-IVIP-CAB-002;UF-IVIP-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22031
UF-S2TN-CAB-039;UF-S2TN-CAB-039;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22037
UF-S2TN-CAB-040;UF-S2TN-CAB-040;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22043
UF-S2TS-CAB-009;UF-S2TS-CAB-009;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22049
UF-S2TS-CAB-010;UF-S2TS-CAB-010;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22055
UF-S2TS-CAB-011;UF-S2TS-CAB-011;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22061
UF-S2TS-CAB-012;UF-S2TS-CAB-012;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22067
CC.11;CC.11;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22073
CC.26;CC.26;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22079
2E07-ELE-002.PEVPres;2E07-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22085
UF-2E08-CAB-001;UF-2E08-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22091
UF-2E08-CAB-002;UF-2E08-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22097
UF-S2TN-CAB-037;UF-S2TN-CAB-037;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22103
UF-S2TN-CAB-038;UF-S2TN-CAB-038;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22109
UF-S2TS-CAB-013;UF-S2TS-CAB-013;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22115
2E08-ELE-002.PEVPres;2E08-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e08_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22121
UF-2E06-CAB-001;UF-2E06-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22127
UF-2E06-CAB-002;UF-2E06-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22133
UF-S2TN-CAB-041;UF-S2TN-CAB-041;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22139
UF-S2TN-CAB-042;UF-S2TN-CAB-042;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22145
UF-S2TN-CAB-043;UF-S2TN-CAB-043;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22151
UF-S2TS-CAB-007;UF-S2TS-CAB-007;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22157
UF-S2TS-CAB-008;UF-S2TS-CAB-008;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22163
CC.27;CC.27;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22169
2E06-ELE-002.PEVPres;2E06-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e06_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22175
UF-2E09-CAB-001;UF-2E09-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22181
UF-2E09-CAB-002;UF-2E09-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22187
UF-INKP-CAB-001;UF-INKP-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22193
UF-INKP-CAB-002;UF-INKP-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22199
UF-INKP-CAB-003;UF-INKP-CAB-003;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22205
UF-INKP-CAB-004;UF-INKP-CAB-004;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22211
