device_name;session_uid;url_publisher;read_permission;write_permission;endpoint
SIGO-CAM-003;SIGO-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.10'
S1TS-CAM-007;S1TS-CAM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.2'
S1TS-CAM-008;S1TS-CAM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.4'
S1TN-DOM-009;S1TN-DOM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.4'
S1TS-CAM-009;S1TS-CAM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.5'
SIGO-DOM-002;SIGO-DOM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.11'
S1TS-DOM-005;S1TS-DOM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.7'
S1TS-CAM-010;S1TS-CAM-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.6'
S1TS-CAM-011;S1TS-CAM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.8'
S1TS-DOM-006;S1TS-DOM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.10'
S1TS-CAM-012;S1TS-CAM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.9'
S1TN-DOM-008;S1TN-DOM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.3'
S1TS-CAM-013;S1TS-CAM-013;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.1'
IVEN-DOM-001;IVEN-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.21.1'
S1TS-CAM-014;S1TS-CAM-014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.2'
S1TS-DOM-007;S1TS-DOM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;
S1TS-CAM-015;S1TS-CAM-015;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.4'
S1TN-DOM-007;S1TN-DOM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.6'
S1TS-CAM-016;S1TS-CAM-016;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.5'
S1TS-DOM-008;S1TS-DOM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.7'
S1TN-DOM-006;S1TN-DOM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.5'
S1TS-CAM-017;S1TS-CAM-017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.6'
S1TS-CAM-018;S1TS-CAM-018;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.8'
S1TS-DOM-009;S1TS-DOM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.10'
S1TS-CAM-019;S1TS-CAM-019;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.9'
S1TS-CAM-020;S1TS-CAM-020;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.11'
S1TS-CAM-021;S1TS-CAM-021;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.12'
S1TN-DOM-004;S1TN-DOM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.7'
S1TS-CAM-022;S1TS-CAM-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.4.13'
S1TS-CAM-023;S1TS-CAM-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.1'
S1TS-DOM-011;S1TS-DOM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.2'
S1TS-CAM-024;S1TS-CAM-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.3'
S1TN-DOM-003;S1TN-DOM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.1'
S1TS-CAM-025;S1TS-CAM-025;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.4'
S1TN-DOM-002;S1TN-DOM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.4'
S1TS-CAM-026;S1TS-CAM-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.8'
S1TN-CAM-003;S1TN-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.3'
S1TS-CAM-027;S1TS-CAM-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.6.9'
S1TN-CAM-002;S1TN-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.2'
S1TS-CAM-028;S1TS-CAM-028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.1'
S1TN-CAM-001;S1TN-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.6'
S1TS-DOM-012;S1TS-DOM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.2'
S1TN-DOM-001;S1TN-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.5'
S1TS-CAM-029;S1TS-CAM-029;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.3'
SMPN-CAM-001;SMPN-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.8'
SICO-CAM-001;SICO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.11'
ICNP-DOM-001;ICNP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;
INKO-CAM-001;INKO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.14'
SMPS-CAM-001;SMPS-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.7'
SNKP-CAM-001;SNKP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.15'
SNKO-CAM-001;SNKO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.5'
INKO-CAM-002;INKO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.15'
SNKP-CAM-002;SNKP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.16'
INKO-CAM-003;INKO-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.16'
SICO-CAM-002;SICO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.13'
SMPN-CAM-002;SMPN-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.21'
SMPS-CAM-002;SMPS-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.8'
SNKP-CAM-003;SNKP-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.17'
ICNP-DOM-002;ICNP-DOM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.13'
SNKO-CAM-002;SNKO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.6'
SAPR-CAM-001;SAPR-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.20'
SMPN-CAM-003;SMPN-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.22'
SMPS-CAM-003;SMPS-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.9'
SICO-CAM-003;SICO-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.14'
INKP-DOM-001;INKP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.1'
ICNP-CAM-001;ICNP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.11'
SMPN-CAM-004;SMPN-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.23'
SNKO-CAM-003;SNKO-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.7'
SAPR-CAM-002;SAPR-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.19'
SMPS-CAM-004;SMPS-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.10'
SNKP-DOM-001;SNKP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.18'
SNKO-CAM-004;SNKO-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.13'
INKP-CAM-001;INKP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.2'
SICO-CAM-004;SICO-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.15'
ICNP-CAM-002;ICNP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.17'
SNKO-CAM-005;SNKO-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.14'
SMPN-CAM-005;SMPN-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.11'
SNKO-CAM-006;SNKO-CAM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.8'
SAPR-DOM-001;SAPR-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.18'
ICNP-DOM-003;ICNP-DOM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.16'
SAPR-DOM-001;SAPR-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.18'
SNKO-CAM-007;SNKO-CAM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.9'
INKP-CAM-002;INKP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.3'
SNKO-CAM-008;SNKO-CAM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.10'
ICNP-CAM-003;ICNP-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.18'
SICO-DOM-001;SICO-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.16'
INKP-CAM-003;INKP-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.4'
SNKO-CAM-009;SNKO-CAM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.11'
ICNP-CAM-004;ICNP-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.14'
SMPN-DOM-001;SMPN-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.12'
INKP-CAM-004;INKP-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.5'
ICNP-CAM-005;ICNP-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.15'
INKP-CAM-005;INKP-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.6'
SNKO-DOM-001;SNKO-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.12'
INKP-CAM-006;INKP-CAM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.7'
INKP-CAM-007;INKP-CAM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.8'
INKP-CAM-008;INKP-CAM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.9'
INKP-CAM-009;INKP-CAM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.11.10'
SVIP-CAM-001;SVIP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.16'
SVIP-DOM-001;SVIP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.17'
IVIP-DOM-001;IVIP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.16'
IVIP-CAM-001;IVIP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.17'
IVIP-CAM-002;IVIP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.18'
S2TN-CAM-048;S2TN-CAM-048;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.7'
S2TS-CAM-001;S2TS-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.4'
S2TS-DOM-001;S2TS-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.5'
S2TN-CAM-047;S2TN-CAM-047;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.8'
S2TN-DOM-027;S2TN-DOM-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.9'
S2TS-CAM-002;S2TS-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.6'
S2TN-CAM-046;S2TN-CAM-046;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.10'
S2TS-CAM-003;S2TS-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.7'
S2TN-DOM-026;S2TN-DOM-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.11'
S2TS-DOM-002;S2TS-DOM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.8'
S2TN-CAM-045;S2TN-CAM-045;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.13'
S2TS-CAM-004;S2TS-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.9'
S2TN-CAM-044;S2TN-CAM-044;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.12'
S2TS-CAM-005;S2TS-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.10'
S2TS-DOM-003;S2TS-DOM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.11'
S2TN-DOM-025;S2TN-DOM-025;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.15'
S2TN-CAM-043;S2TN-CAM-043;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.5.14'
S2TS-CAM-006;S2TS-CAM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.7.12'
S2TN-CAM-042;S2TN-CAM-042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.1'
IPRO-DOM-001;IPRO-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.14'
S2TS-CAM-007;S2TS-CAM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.2'
S2TS-DOM-004;S2TS-DOM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.1'
IPRO-CAM-001;IPRO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.17'
S2TN-DOM-024;S2TN-DOM-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.2'
S2TN-CAM-041;S2TN-CAM-041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.3'
S2TS-CAM-008;S2TS-CAM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.3'
IPRO-CAM-002;IPRO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.16'
S2TN-CAM-040;S2TN-CAM-040;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.4'
S2TS-CAM-009;S2TS-CAM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.4'
S2TN-DOM-023;S2TN-DOM-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.5'
S2TN-CAM-039;S2TN-CAM-039;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.6'
S2TS-DOM-005;S2TS-DOM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.6'
S2TS-CAM-010;S2TS-CAM-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.5'
S2TN-CAM-038;S2TN-CAM-038;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.8'
S2TS-CAM-011;S2TS-CAM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.19'
S2TN-CAM-037;S2TN-CAM-037;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.7'
S2TN-CAM-036;S2TN-CAM-036;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.10'
S2TS-CAM-012;S2TS-CAM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.7'
S2TN-DOM-022;S2TN-DOM-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.9'
S2TS-DOM-006;S2TS-DOM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.8'
S2TN-CAM-035;S2TN-CAM-035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.11'
S2TN-DOM-021;S2TN-DOM-021;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.12'
S2TS-DOM-007;S2TS-DOM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.10'
S2TS-CAM-013;S2TS-CAM-013;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.9'
S2TN-CAM-034;S2TN-CAM-034;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.8.13'
S2TN-CAM-033;S2TN-CAM-033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.2'
S2TS-CAM-014;S2TS-CAM-014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.11'
S2TN-CAM-032;S2TN-CAM-032;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.1'
S2TN-DOM-020;S2TN-DOM-020;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.3'
S2TS-DOM-008;S2TS-DOM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.13'
S2TS-CAM-016;S2TS-CAM-016;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.12'
S2TN-CAM-031;S2TN-CAM-031;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.4'
ICCO-DOM-001;ICCO-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.12'
S2TS-CAM-018;S2TS-CAM-018;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.14'
S2TN-DOM-019;S2TN-DOM-019;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.19'
S2TS-DOM-009;S2TS-DOM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.10.15'
S2TN-CAM-030;S2TN-CAM-030;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.9.20'
ICCO-CAM-001;ICCO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.13'
S2TS-CAM-020;S2TS-CAM-020;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.1'
S2TN-CAM-029;S2TN-CAM-029;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.5'
