device_name;session_uid;ct_upd;upd_state;plc_name;host;port(i);url_publisher;offset_state_prot(i);bit_state_prot(i);offset_cmd(i);offset_state(i)
AL.SE4-S1;AL.SE4-S1;PLC_CT04;upd_fail_ct04_2;CT04_PLC_G;10.133.50.37;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;0;22735;22730
AL.SE4-S2;AL.SE4-S2;PLC_CT04;upd_fail_ct04_2;CT04_PLC_G;10.133.50.37;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;1;22735;22730
AL.SE4-S3;AL.SE4-S3;PLC_CT04;upd_fail_ct04_2;CT04_PLC_G;10.133.50.37;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;2;22735;22730
AL.SE4.2-S1;AL.SE4.2-S1;PLC_CT04;upd_fail_ct04_2;CT04_PLC_G;10.133.50.37;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;3;22735;22730
AL.SE4.2-S2;AL.SE4.2-S2;PLC_CT04;upd_fail_ct04_2;CT04_PLC_G;10.133.50.37;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;4;22735;22730
