device_name;plc_name;plc_ip;port(i);url_publisher;offset_alarms(i)
CT01-TR1-SE1;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;21701
