device_name;session_uid;ct_upd;upd_state;plc_name;host;port(i);url_publisher;offset_state(i);offset_cmd(i)
BALIZADO_CT02;BALIZADO_CT02;PLC_CT02;upd_fail_ct02_1;CT02_PLC_G;10.133.50.37;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;55;56
