device_name;plc_name;plc_ip;port(i);url_publisher;offset_alarms(i)
CT03-TR1-SE3;CT03_PLC_G;10.133.50.37;28021;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;21701
