device_name;session_uid;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_light_status(i);offset_sem_power_off_fail(i);offset_sem_start_fail(i)
S1TS-SEM-RR-BAR-001;S1TS-SEM-RR-BAR-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT02_PLC_D;10.133.50.37;28011;monitor;;14400;14401;14401
