device_name;session_uid;ct_upd;upd_state;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i);offset_extinguisher_door_open(i);offset_extinguisher_extraction(i)
SNKP-BIE-001;SNKP-BIE-001;PLC_CT05;upd_fail_snko_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22801;22801;22801
SNKO-BIE-001;SNKO-BIE-001;PLC_CT05;upd_fail_snko_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22811;22811;22811
INKO-BIE-003;INKO-BIE-003;PLC_CT05;upd_fail_inko;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22821;22821;22821
SNKO-BIE-003;SNKO-BIE-003;PLC_CT05;upd_fail_snko_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22831;22831;22831
INKO-BIE-001;INKO-BIE-001;PLC_CT05;upd_fail_inko;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22841;22841;22841
SNUK-BIE-002;SNUK-BIE-002;PLC_CT05;upd_fail_snko;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22851;22851;22851
SNKO-BIE-005;SNKO-BIE-005;PLC_CT05;upd_fail_snko_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22861;22861;22861
SNKO-BIE-006;SNKO-BIE-006;PLC_CT05;upd_fail_snko_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22871;22871;22871
ICNP-BIE-011;ICNP-BIE-011;PLC_CT05;upd_fail_icnp;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22881;22881;22881
INKP-BIE-015;INKP-BIE-015;PLC_CT05;upd_fail_inkp_7;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22891;22891;22891
ICNP-BIE-009;ICNP-BIE-009;PLC_CT05;upd_fail_2e10_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22901;22901;22901
INKP-BIE-014;INKP-BIE-014;PLC_CT05;upd_fail_inkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22911;22911;22911
