device_name;session_uid;plc_name;host;ct_upd;upd_state;port(i);url_publisher;offset_state(i)
UF-2E03-CAB-001;UF-2E03-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22001
UF-2E03-CAB-002;UF-2E03-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22007
UF-S2TN-CAB-047;UF-S2TN-CAB-047;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22013
UF-S2TN-CAB-048;UF-S2TN-CAB-048;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22019
UF-S2TS-CAB-001;UF-S2TS-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22025
UF-S2TS-CAB-002;UF-S2TS-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22031
CC.09 ;CC.09 ;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22037
CC.24 ;CC.24 ;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22043
2E03-ELE-002.PEVPres;2E03-ELE-002.PEVPres;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e03;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22049
UF-2E04-CAB-001;UF-2E04-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22055
UF-2E04-CAB-002;UF-2E04-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22061
UF-S2TN-CAB-045;UF-S2TN-CAB-045;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22067
UF-S2TN-CAB-046;UF-S2TN-CAB-046;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22073
UF-S2TS-CAB-003;UF-S2TS-CAB-003;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22079
UF-S2TS-CAB-004;UF-S2TS-CAB-004;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22085
2E04-ELE-002.PEVPres;2E04-ELE-002.PEVPres;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22091
UF-2E05-CAB-001;UF-2E05-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22097
UF-2E05-CAB-002;UF-2E05-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22103
UF-S2TN-CAB-044;UF-S2TN-CAB-044;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22109
UF-S2TS-CAB-005;UF-S2TS-CAB-005;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22115
UF-S2TS-CAB-006;UF-S2TS-CAB-006;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22121
UF-SVIP-CAB-001;UF-SVIP-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22127
UF-SVIP-CAB-002;UF-SVIP-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22133
2E05-ELE-002.PEVPres;2E05-ELE-002.PEVPres;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_2e05_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22139
UF-SIGO-CAB-001;UF-SIGO-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22145
UF-SIGO-CAB-002;UF-SIGO-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22151
UF-S1TS-CAB-023;UF-S1TS-CAB-023;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22157
UF-S1TN-CAB-005;UF-S1TN-CAB-005;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22163
UF-1ES3-CAB-002;UF-1ES3-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22169
UF-S1TS-CAB-024;UF-S1TS-CAB-024;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22175
UF-1ES3-CAB-001;UF-1ES3-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22181
UF-S1TN-CAB-004;UF-S1TN-CAB-004;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22187
UF-S1TS-CAB-025;UF-S1TS-CAB-025;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22193
CC.07;CC.07;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es3_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22199
UF-S1TN-CAB-003;UF-S1TN-CAB-003;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22205
UF-S1TS-CAB-026;UF-S1TS-CAB-026;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22211
UF-S1TN-CAB-002;UF-S1TN-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22217
UF-1ES4-CAB-001;UF-1ES4-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22223
UF-1ES4-CAB-002;UF-1ES4-CAB-002;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22229
UF-S1TN-CAB-001;UF-S1TN-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22235
UF-S1TS-CAB-027;UF-S1TS-CAB-027;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22241
CC.08;CC.08;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22247
1ES4-ELE-002.PEVPres;1ES4-ELE-002.PEVPres;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es4_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22253
UF-S1TS-CAB-021;UF-S1TS-CAB-021;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22259
UF-1ES2-CAB-001;UF-1ES2-CAB-001;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22265
