device_name;session_uid;PLC_name;host;port(i);url_publisher;read_permission;write_permission;offset_gate_open(i);bit(i)
1ES1-ELE-001.SEAbiertaN2;1ES1-ELE-001.SEAbiertaN2;CT03_PLC_C;10.133.50.37;28017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;8;6
1E06-ELE-001.SEAbiertaN2;1E06-ELE-001.SEAbiertaN2;CT03_PLC_C;10.133.50.37;28017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;8;7
1E07-ELE-001.SEAbiertaN2;1E07-ELE-001.SEAbiertaN2;CT03_PLC_C;10.133.50.37;28017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;8;8
1E08-ELE-001.SEAbiertaN2;1E08-ELE-001.SEAbiertaN2;CT03_PLC_C;10.133.50.37;28017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;8;9
