device_name;session_uid;ct_upd;upd_state;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i);offset_extinguisher_door_open(i);offset_extinguisher_extraction(i)
SAEB-BIE-002;SAEB-BIE-002;PLC_CT03;upd_fail_saeb_1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22801;22801;22801
S1TS-BIE-034;S1TS-BIE-034;PLC_CT03;upd_fail_1e07;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22851;22851;22851
S1TS-BIE-036;S1TS-BIE-036;PLC_CT03;upd_fail_1e08;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22861;22861;22861
S1TS-BIE-038;S1TS-BIE-038;PLC_CT03;upd_fail_1e08;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22871;22871;22871
S1TS-BIE-040;S1TS-BIE-040;PLC_CT03;upd_fail_1es1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22881;22881;22881
S1TS-BIE-042;S1TS-BIE-042;PLC_CT03;upd_fail_1es1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22891;22891;22891
S1TS-BIE-026;S1TS-BIE-026;PLC_CT03;upd_fail_1e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22811;22811;22811
S1TS-BIE-028;S1TS-BIE-028;PLC_CT03;upd_fail_1e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22821;22821;22821
S1TS-BIE-030;S1TS-BIE-030;PLC_CT03;upd_fail_1e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22831;22831;22831
S1TS-BIE-032;S1TS-BIE-032;PLC_CT03;upd_fail_1e07;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT03_PLC_B;10.133.50.37;28016;monitor;;22841;22841;22841
