device_name;session_uid;ct_upd;upd_state;plc_name;host;port(i);url_publisher;offset_state_prot(i);bit_state_prot(i);offset_cmd(i);offset_state(i)
AL.SE8.1.P1;AL.SE8.1.P1;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;0;22741;22736
AL.SE8.1.P2;AL.SE8.1.P2;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;1;22741;22736
AL.SE8.1.P3;AL.SE8.1.P3;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;2;22741;22736
AL.SE8.2.P1;AL.SE8.2.P1;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;3;22741;22736
AL.SE8.2.P2;AL.SE8.2.P2;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;4;22741;22736
AL.SE8.2.P3;AL.SE8.2.P3;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;5;22741;22736
AL.SE8.2.P4;AL.SE8.2.P4;PLC_CT08;upd_fail_ct08_2;CT08_PLC_G;10.133.50.37;28056;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22738;6;22741;22736
