device_name;session_uid;ct_upd;upd_state;plc_name;host;port(i);url_publisher;offset_state(i);offset_cmd(i)
BALIZADO_CT01;BALIZADO_CT01;PLC_CT01;upd_fail_ct01;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22730;22735
