device_name;session_uid;sos_electronic_fail;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i)
SIGO-BIE-002;SIGO-BIE-002;SIGO-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10000
SIGO-BIE-004;SIGO-BIE-004;SIGO-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10017
S2TN-BIE-013;S2TN-BIE-013;SVIP-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10034
SVIP-BIE-002;SVIP-BIE-002;SVIP-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10051
S1TS-BIE-045;S1TS-BIE-045;S1TS-CAB-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10085
S1TS-BIE-047;S1TS-BIE-047;S1TS-CAB-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10102
S1TN-BIE-002;S1TN-BIE-002;S1TN-CAB-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10119
S1TS-BIE-049;S1TS-BIE-049;S1TS-CAB-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10153
S1TN-BIE-004;S1TN-BIE-004;S1TN-CAB-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10187
S1TN-BIE-006;S1TN-BIE-006;S1TN-CAB-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10204
S1TS-BIE-051;S1TS-BIE-051;S1TS-CAB-025;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10221
S1TN-BIE-008;S1TN-BIE-008;S1TN-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10238
S1TS-BIE-053;S1TS-BIE-053;S1TS-CAB-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10255
S1TN-BIE-010;S1TN-BIE-010;S1TN-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10306
S1TS-BIE-055;S1TS-BIE-055;S1TS-CAB-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10323
S2TS-BIE-003;S2TS-BIE-003;S2TS-CAB-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10340
S2TN-BIE-003;S2TN-BIE-003;S2TN-CAB-048;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10357
S2TS-BIE-005;S2TS-BIE-005;S2TS-CAB-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10408
S2TN-BIE-005;S2TN-BIE-005;S2TN-CAB-047;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10425
S2TS-BIE-007;S2TS-BIE-007;S2TS-CAB-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10476
S2TN-BIE-007;S2TN-BIE-007;S2TN-CAB-046;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10493
S2TS-BIE-009;S2TS-BIE-009;S2TS-CAB-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10510
S2TN-BIE-009;S2TN-BIE-009;S2TN-CAB-045;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10527
S2TS-BIE-011;S2TS-BIE-011;S2TS-CAB-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10544
S2TN-BIE-011;S2TN-BIE-011;S2TN-CAB-044;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10561
S2TS-BIE-013;S2TS-BIE-013;S2TS-CAB-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_A;10.133.50.37;28022;monitor;;10612
