device_name;session_uid;ct_upd;upd_state;plc_name;host;port(i);url_publisher;offset_state_prot(i);bit_state_prot(i);offset_cmd(i);offset_state(i)
AL.SE1-S1;AL.SE1-S1;PLC_CT01;upd_fail_ct01;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;0;22735;22730
AL.SE1-S2;AL.SE1-S2;PLC_CT01;upd_fail_ct01;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;1;22735;22730
AL.SE1-S3;AL.SE1-S3;PLC_CT01;upd_fail_ct01;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;2;22735;22730
AL.SE1-S4;AL.SE1-S4;PLC_CT01;upd_fail_ct01;CT01_PLC_G;10.133.50.37;28007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22732;3;22735;22730
