device_name;url_publisher
PSE-1-01-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-1-02-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-1-09-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-1-11-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-1-17-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-1-02-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-2-01-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-2-02-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-2-06-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-2-11-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-2-17-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-2-02-DP;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-GAL-1;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-GAL-2;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-GAL-3;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSI-GAL-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-1-02-CA;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-2-02-CA;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-1-01-CZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-1-02-CZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
PSE-2-02-CZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/
