PLC_name;device_name;url_publisher;PLC_ip;port(i);offset_type(i);offset_grid_failure(i);offset_battery_failure(i);offset_charger_failure(i);offset_emergency_lamp_failure(i);offset_duration_failure(i);offset_system_failure(i);offset_comm_failure(i);offset_general_failure(i);offset_rest_mode(i);offset_normal_mode(i);offset_emergency_mode(i);offset_function_test(i);offset_duration_test(i);offset_dimming_level(i)
IDNG-MG-DP;LUMI-EMER-E1-5E-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;20868;20869;20869;20869;20869;20869;20869;20870;20871;20872;20872;20872;20872;20872;20873
IDNG-MG-DP;LUMI-EMER-E1-5C-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;20900;20901;20901;20901;20901;20901;20901;20902;20903;20904;20904;20904;20904;20904;20905
IDNG-MG-DP;LUMI-EMER-E1-3F-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;20932;20933;20933;20933;20933;20933;20933;20934;20935;20936;20936;20936;20936;20936;20937
IDNG-MG-DP;LUMI-EMER-E1-4D-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;20964;20965;20965;20965;20965;20965;20965;20966;20967;20968;20968;20968;20968;20968;20969
IDNG-MG-DP;LUMI-EMER-E1-50-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;20996;20997;20997;20997;20997;20997;20997;20998;20999;21000;21000;21000;21000;21000;21001
IDNG-MG-DP;LUMI-EMER-E1-A0-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8004;8005;8005;8005;8005;8005;8005;8006;8007;8008;8008;8008;8008;8008;8009
IDNG-MG-DP;LUMI-EMER-E1-C8-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8036;8037;8037;8037;8037;8037;8037;8038;8039;8040;8040;8040;8040;8040;8041
IDNG-MG-DP;LUMI-EMER-E1-E9-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8068;8069;8069;8069;8069;8069;8069;8070;8071;8072;8072;8072;8072;8072;8073
IDNG-MG-DP;LUMI-EMER-E1-DB-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8100;8101;8101;8101;8101;8101;8101;8102;8103;8104;8104;8104;8104;8104;8105
IDNG-MG-DP;LUMI-EMER-E2-39-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8132;8133;8133;8133;8133;8133;8133;8134;8135;8136;8136;8136;8136;8136;8137
IDNG-MG-DP;LUMI-EMER-E2-4D-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8164;8165;8165;8165;8165;8165;8165;8166;8167;8168;8168;8168;8168;8168;8169
IDNG-MG-DP;LUMI-EMER-E2-3D-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8196;8197;8197;8197;8197;8197;8197;8198;8199;8200;8200;8200;8200;8200;8201
IDNG-MG-DP;LUMI-EMER-E2-4F-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8228;8229;8229;8229;8229;8229;8229;8230;8231;8232;8232;8232;8232;8232;8233
IDNG-MG-DP;LUMI-EMER-E2-31-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8260;8261;8261;8261;8261;8261;8261;8262;8263;8264;8264;8264;8264;8264;8265
IDNG-MG-DP;LUMI-EMER-E1-C2-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8292;8293;8293;8293;8293;8293;8293;8294;8295;8296;8296;8296;8296;8296;8297
IDNG-MG-DP;LUMI-EMER-E2-4B-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8324;8325;8325;8325;8325;8325;8325;8326;8327;8328;8328;8328;8328;8328;8329
IDNG-MG-DP;LUMI-EMER-E1-E0-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8356;8357;8357;8357;8357;8357;8357;8358;8359;8360;8360;8360;8360;8360;8361
IDNG-MG-DP;LUMI-EMER-E2-4A-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8388;8389;8389;8389;8389;8389;8389;8390;8391;8392;8392;8392;8392;8392;8393
IDNG-MG-DP;LUMI-EMER-E2-46-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8420;8421;8421;8421;8421;8421;8421;8422;8423;8424;8424;8424;8424;8424;8425
IDNG-MG-DP;LUMI-EMER-E1-DD-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8452;8453;8453;8453;8453;8453;8453;8454;8455;8456;8456;8456;8456;8456;8457
IDNG-MG-DP;LUMI-EMER-E2-47-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8484;8485;8485;8485;8485;8485;8485;8486;8487;8488;8488;8488;8488;8488;8489
IDNG-MG-DP;LUMI-EMER-E1-D4-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8516;8517;8517;8517;8517;8517;8517;8518;8519;8520;8520;8520;8520;8520;8521
IDNG-MG-DP;LUMI-EMER-E1-D3-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8548;8549;8549;8549;8549;8549;8549;8550;8551;8552;8552;8552;8552;8552;8553
IDNG-MG-DP;LUMI-EMER-E2-45-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8580;8581;8581;8581;8581;8581;8581;8582;8583;8584;8584;8584;8584;8584;8585
IDNG-MG-DP;LUMI-EMER-E2-48-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8612;8613;8613;8613;8613;8613;8613;8614;8615;8616;8616;8616;8616;8616;8617
IDNG-MG-DP;LUMI-EMER-E2-42-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8644;8645;8645;8645;8645;8645;8645;8646;8647;8648;8648;8648;8648;8648;8649
IDNG-MG-DP;LUMI-EMER-E1-DE-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8676;8677;8677;8677;8677;8677;8677;8678;8679;8680;8680;8680;8680;8680;8681
IDNG-MG-DP;LUMI-EMER-E1-DC-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8708;8709;8709;8709;8709;8709;8709;8710;8711;8712;8712;8712;8712;8712;8713
IDNG-MG-DP;LUMI-EMER-E1-E5-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8740;8741;8741;8741;8741;8741;8741;8742;8743;8744;8744;8744;8744;8744;8745
IDNG-MG-DP;LUMI-EMER-E1-E6-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8772;8773;8773;8773;8773;8773;8773;8774;8775;8776;8776;8776;8776;8776;8777
IDNG-MG-DP;LUMI-EMER-E1-EA-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8804;8805;8805;8805;8805;8805;8805;8806;8807;8808;8808;8808;8808;8808;8809
IDNG-MG-DP;LUMI-EMER-E1-D0-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8836;8837;8837;8837;8837;8837;8837;8838;8839;8840;8840;8840;8840;8840;8841
IDNG-MG-DP;LUMI-EMER-E2-49-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8868;8869;8869;8869;8869;8869;8869;8870;8871;8872;8872;8872;8872;8872;8873
IDNG-MG-DP;LUMI-EMER-E1-E8-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8900;8901;8901;8901;8901;8901;8901;8902;8903;8904;8904;8904;8904;8904;8905
IDNG-MG-DP;LUMI-EMER-E2-3B-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8932;8933;8933;8933;8933;8933;8933;8934;8935;8936;8936;8936;8936;8936;8937
IDNG-MG-DP;LUMI-EMER-E1-C6-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8964;8965;8965;8965;8965;8965;8965;8966;8967;8968;8968;8968;8968;8968;8969
IDNG-MG-DP;LUMI-EMER-E1-C7-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;8996;8997;8997;8997;8997;8997;8997;8998;8999;9000;9000;9000;9000;9000;9001
IDNG-MG-DP;LUMI-EMER-E2-4E-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9028;9029;9029;9029;9029;9029;9029;9030;9031;9032;9032;9032;9032;9032;9033
IDNG-MG-DP;LUMI-EMER-E2-44-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9060;9061;9061;9061;9061;9061;9061;9062;9063;9064;9064;9064;9064;9064;9065
IDNG-MG-DP;LUMI-EMER-E1-D7-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9092;9093;9093;9093;9093;9093;9093;9094;9095;9096;9096;9096;9096;9096;9097
IDNG-MG-DP;LUMI-EMER-E2-33-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9124;9125;9125;9125;9125;9125;9125;9126;9127;9128;9128;9128;9128;9128;9129
IDNG-MG-DP;LUMI-EMER-E2-3A-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9156;9157;9157;9157;9157;9157;9157;9158;9159;9160;9160;9160;9160;9160;9161
IDNG-MG-DP;LUMI-EMER-E1-EE-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9188;9189;9189;9189;9189;9189;9189;9190;9191;9192;9192;9192;9192;9192;9193
IDNG-MG-DP;LUMI-EMER-E1-D6-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9220;9221;9221;9221;9221;9221;9221;9222;9223;9224;9224;9224;9224;9224;9225
IDNG-MG-DP;LUMI-EMER-E1-F5-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9252;9253;9253;9253;9253;9253;9253;9254;9255;9256;9256;9256;9256;9256;9257
IDNG-MG-DP;LUMI-EMER-E1-D5-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9284;9285;9285;9285;9285;9285;9285;9286;9287;9288;9288;9288;9288;9288;9289
IDNG-MG-DP;LUMI-EMER-E1-F1-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9316;9317;9317;9317;9317;9317;9317;9318;9319;9320;9320;9320;9320;9320;9321
IDNG-MG-DP;LUMI-EMER-E1-EB-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9348;9349;9349;9349;9349;9349;9349;9350;9351;9352;9352;9352;9352;9352;9353
IDNG-MG-DP;LUMI-EMER-E2-4C-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9380;9381;9381;9381;9381;9381;9381;9382;9383;9384;9384;9384;9384;9384;9385
IDNG-MG-DP;LUMI-EMER-E1-FD-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9412;9413;9413;9413;9413;9413;9413;9414;9415;9416;9416;9416;9416;9416;9417
IDNG-MG-DP;LUMI-EMER-E2-08-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9444;9445;9445;9445;9445;9445;9445;9446;9447;9448;9448;9448;9448;9448;9449
IDNG-MG-DP;LUMI-EMER-E1-F8-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9476;9477;9477;9477;9477;9477;9477;9478;9479;9480;9480;9480;9480;9480;9481
IDNG-MG-DP;LUMI-EMER-E2-07-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9508;9509;9509;9509;9509;9509;9509;9510;9511;9512;9512;9512;9512;9512;9513
IDNG-MG-DP;LUMI-EMER-E1-F6-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9540;9541;9541;9541;9541;9541;9541;9542;9543;9544;9544;9544;9544;9544;9545
IDNG-MG-DP;LUMI-EMER-E1-EF-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9572;9573;9573;9573;9573;9573;9573;9574;9575;9576;9576;9576;9576;9576;9577
IDNG-MG-DP;LUMI-EMER-E1-FA-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9604;9605;9605;9605;9605;9605;9605;9606;9607;9608;9608;9608;9608;9608;9609
IDNG-MG-DP;LUMI-EMER-E1-DF-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9636;9637;9637;9637;9637;9637;9637;9638;9639;9640;9640;9640;9640;9640;9641
IDNG-MG-DP;LUMI-EMER-E1-E7-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9668;9669;9669;9669;9669;9669;9669;9670;9671;9672;9672;9672;9672;9672;9673
IDNG-MG-DP;LUMI-EMER-E1-FC-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9700;9701;9701;9701;9701;9701;9701;9702;9703;9704;9704;9704;9704;9704;9705
IDNG-MG-DP;LUMI-EMER-E2-0B-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9732;9733;9733;9733;9733;9733;9733;9734;9735;9736;9736;9736;9736;9736;9737
IDNG-MG-DP;LUMI-EMER-E1-E2-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9764;9765;9765;9765;9765;9765;9765;9766;9767;9768;9768;9768;9768;9768;9769
IDNG-MG-DP;LUMI-EMER-E2-05-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9796;9797;9797;9797;9797;9797;9797;9798;9799;9800;9800;9800;9800;9800;9801
IDNG-MG-DP;LUMI-EMER-E1-F3-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9828;9829;9829;9829;9829;9829;9829;9830;9831;9832;9832;9832;9832;9832;9833
IDNG-MG-DP;LUMI-EMER-E2-03-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9860;9861;9861;9861;9861;9861;9861;9862;9863;9864;9864;9864;9864;9864;9865
IDNG-MG-DP;LUMI-EMER-E2-01-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9892;9893;9893;9893;9893;9893;9893;9894;9895;9896;9896;9896;9896;9896;9897
IDNG-MG-DP;LUMI-EMER-E2-1F-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9924;9925;9925;9925;9925;9925;9925;9926;9927;9928;9928;9928;9928;9928;9929
IDNG-MG-DP;LUMI-EMER-E2-04-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9956;9957;9957;9957;9957;9957;9957;9958;9959;9960;9960;9960;9960;9960;9961
IDNG-MG-DP;LUMI-EMER-E1-FB-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;9988;9989;9989;9989;9989;9989;9989;9990;9991;9992;9992;9992;9992;9992;9993
IDNG-MG-DP;LUMI-EMER-E1-F0-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;10020;10021;10021;10021;10021;10021;10021;10022;10023;10024;10024;10024;10024;10024;10025
IDNG-MG-DP;LUMI-EMER-E2-15-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;10052;10053;10053;10053;10053;10053;10053;10054;10055;10056;10056;10056;10056;10056;10057
