PLC_name;device_name;url_publisher;PLC_ip;port(i);offset_type(i);offset_grid_failure(i);offset_battery_failure(i);offset_charger_failure(i);offset_emergency_lamp_failure(i);offset_duration_failure(i);offset_system_failure(i);offset_comm_failure(i);offset_general_failure(i);offset_rest_mode(i);offset_normal_mode(i);offset_emergency_mode(i);offset_function_test(i);offset_duration_test(i);offset_dimming_level(i);offset_dimming_level_order(i);offset_off_order(i);offset_remote_order(i)
IDNG-MG-DP;LUMI-EMER-E2-38-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27172;27173;27173;27173;27173;27173;27173;27174;27175;27176;27176;27176;27176;27176;27177;13584;13587;13594
IDNG-MG-DP;LUMI-EMER-E2-63-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27204;27205;27205;27205;27205;27205;27205;27206;27207;27208;27208;27208;27208;27208;27209;13600;13603;13610
IDNG-MG-DP;LUMI-EMER-DB-7B-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27236;27237;27237;27237;27237;27237;27237;27238;27239;27240;27240;27240;27240;27240;27241;13616;13619;13626
IDNG-MG-DP;LUMI-EMER-05-0C-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27268;27269;27269;27269;27269;27269;27269;27270;27271;27272;27272;27272;27272;27272;27273;13632;13635;13642
IDNG-MG-DP;LUMI-EMER-E0-FE-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27300;27301;27301;27301;27301;27301;27301;27302;27303;27304;27304;27304;27304;27304;27305;13648;13651;13658
IDNG-MG-DP;LUMI-EMER-DB-79-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27332;27333;27333;27333;27333;27333;27333;27334;27335;27336;27336;27336;27336;27336;27337;13664;13667;13674
IDNG-MG-DP;LUMI-EMER-DB-7A-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27364;27365;27365;27365;27365;27365;27365;27366;27367;27368;27368;27368;27368;27368;27369;13680;13683;13690
IDNG-MG-DP;LUMI-EMER-DB-7E-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27396;27397;27397;27397;27397;27397;27397;27398;27399;27400;27400;27400;27400;27400;27401;13696;13699;13706
IDNG-MG-DP;LUMI-EMER-05-0E-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27428;27429;27429;27429;27429;27429;27429;27430;27431;27432;27432;27432;27432;27432;27433;13712;13715;13722
IDNG-MG-DP;LUMI-EMER-E0-F0-DPZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/;192.168.88.198;900;27460;27461;27461;27461;27461;27461;27461;27462;27463;27464;27464;27464;27464;27464;27465;13728;13731;13738
