PLC_name;device_name;url_publisher;PLC_ip;port(i);offset_type(i);offset_grid_failure(i);offset_battery_failure(i);offset_charger_failure(i);offset_emergency_lamp_failure(i);offset_duration_failure(i);offset_system_failure(i);offset_comm_failure(i);offset_general_failure(i);offset_rest_mode(i);offset_normal_mode(i);offset_emergency_mode(i);offset_function_test(i);offset_duration_test(i);offset_dimming_level(i);offset_dimming_level_order(i);offset_off_order(i);offset_remote_order(i)
IDNG-MG-CA;LUMI-EMER-E1-55-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16132;16133;16133;16133;16133;16133;16133;16134;16135;16136;16136;16136;16136;16136;16137;8064;8067;8074
IDNG-MG-CA;LUMI-EMER-E1-76-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16164;16165;16165;16165;16165;16165;16165;16166;16167;16168;16168;16168;16168;16168;16169;8080;8083;8090
IDNG-MG-CA;LUMI-EMER-E1-7C-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16196;16197;16197;16197;16197;16197;16197;16198;16199;16200;16200;16200;16200;16200;16201;8096;8099;8106
IDNG-MG-CA;LUMI-EMER-E1-86-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16228;16229;16229;16229;16229;16229;16229;16230;16231;16232;16232;16232;16232;16232;16233;8112;8115;8122
IDNG-MG-CA;LUMI-EMER-E1-80-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16260;16261;16261;16261;16261;16261;16261;16262;16263;16264;16264;16264;16264;16264;16265;8128;8131;8138
IDNG-MG-CA;LUMI-EMER-E1-83-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16292;16293;16293;16293;16293;16293;16293;16294;16295;16296;16296;16296;16296;16296;16297;8144;8147;8154
IDNG-MG-CA;LUMI-EMER-E1-6F-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16324;16325;16325;16325;16325;16325;16325;16326;16327;16328;16328;16328;16328;16328;16329;8160;8163;8170
IDNG-MG-CA;LUMI-EMER-E1-75-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16356;16357;16357;16357;16357;16357;16357;16358;16359;16360;16360;16360;16360;16360;16361;8176;8179;8186
IDNG-MG-CA;LUMI-EMER-E1-71-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16388;16389;16389;16389;16389;16389;16389;16390;16391;16392;16392;16392;16392;16392;16393;8192;8195;8202
IDNG-MG-CA;LUMI-EMER-E1-70-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16420;16421;16421;16421;16421;16421;16421;16422;16423;16424;16424;16424;16424;16424;16425;8208;8211;8218
IDNG-MG-CA;LUMI-EMER-E1-56-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16452;16453;16453;16453;16453;16453;16453;16454;16455;16456;16456;16456;16456;16456;16457;8224;8227;8234
IDNG-MG-CA;LUMI-EMER-E1-6A-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16484;16485;16485;16485;16485;16485;16485;16486;16487;16488;16488;16488;16488;16488;16489;8240;8243;8250
IDNG-MG-CA;LUMI-EMER-E1-9C-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16516;16517;16517;16517;16517;16517;16517;16518;16519;16520;16520;16520;16520;16520;16521;8256;8259;8266
IDNG-MG-CA;LUMI-EMER-E1-97-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16548;16549;16549;16549;16549;16549;16549;16550;16551;16552;16552;16552;16552;16552;16553;8272;8275;8282
IDNG-MG-CA;LUMI-EMER-E1-A1-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16580;16581;16581;16581;16581;16581;16581;16582;16583;16584;16584;16584;16584;16584;16585;8288;8291;8298
IDNG-MG-CA;LUMI-EMER-E1-96-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;16612;16613;16613;16613;16613;16613;16613;16614;16615;16616;16616;16616;16616;16616;16617;8304;8307;8314
IDNG-MG-CA;LUMI-EMER-E0-D7-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8004;8005;8005;8005;8005;8005;8005;8006;8007;8008;8008;8008;8008;8008;8009;4000;4003;4010
IDNG-MG-CA;LUMI-EMER-E0-D4-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8036;8037;8037;8037;8037;8037;8037;8038;8039;8040;8040;8040;8040;8040;8041;4016;4019;4026
IDNG-MG-CA;LUMI-EMER-E0-DE-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8068;8069;8069;8069;8069;8069;8069;8070;8071;8072;8072;8072;8072;8072;8073;4032;4035;4042
IDNG-MG-CA;LUMI-EMER-E0-CD-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8100;8101;8101;8101;8101;8101;8101;8102;8103;8104;8104;8104;8104;8104;8105;4048;4051;4058
IDNG-MG-CA;LUMI-EMER-E0-D6-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8132;8133;8133;8133;8133;8133;8133;8134;8135;8136;8136;8136;8136;8136;8137;4064;4067;4074
IDNG-MG-CA;LUMI-EMER-E0-D3-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8164;8165;8165;8165;8165;8165;8165;8166;8167;8168;8168;8168;8168;8168;8169;4080;4083;4090
IDNG-MG-CA;LUMI-EMER-E0-D8-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8196;8197;8197;8197;8197;8197;8197;8198;8199;8200;8200;8200;8200;8200;8201;4096;4099;4106
IDNG-MG-CA;LUMI-EMER-E0-EE-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8228;8229;8229;8229;8229;8229;8229;8230;8231;8232;8232;8232;8232;8232;8233;4112;4115;4122
IDNG-MG-CA;LUMI-EMER-E0-E0-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8260;8261;8261;8261;8261;8261;8261;8262;8263;8264;8264;8264;8264;8264;8265;4128;4131;4138
IDNG-MG-CA;LUMI-EMER-E0-D1-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8292;8293;8293;8293;8293;8293;8293;8294;8295;8296;8296;8296;8296;8296;8297;4144;4147;4154
IDNG-MG-CA;LUMI-EMER-E0-D2-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8324;8325;8325;8325;8325;8325;8325;8326;8327;8328;8328;8328;8328;8328;8329;4160;4163;4170
IDNG-MG-CA;LUMI-EMER-E0-D5-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8356;8357;8357;8357;8357;8357;8357;8358;8359;8360;8360;8360;8360;8360;8361;4176;4179;4186
IDNG-MG-CA;LUMI-EMER-E1-13-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8388;8389;8389;8389;8389;8389;8389;8390;8391;8392;8392;8392;8392;8392;8393;4192;4195;4202
IDNG-MG-CA;LUMI-EMER-E0-AF-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8420;8421;8421;8421;8421;8421;8421;8422;8423;8424;8424;8424;8424;8424;8425;4208;4211;4218
IDNG-MG-CA;LUMI-EMER-E0-B3-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8452;8453;8453;8453;8453;8453;8453;8454;8455;8456;8456;8456;8456;8456;8457;4224;4227;4234
IDNG-MG-CA;LUMI-EMER-E1-02-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8484;8485;8485;8485;8485;8485;8485;8486;8487;8488;8488;8488;8488;8488;8489;4240;4243;4250
IDNG-MG-CA;LUMI-EMER-E0-B4-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8516;8517;8517;8517;8517;8517;8517;8518;8519;8520;8520;8520;8520;8520;8521;4256;4259;4266
IDNG-MG-CA;LUMI-EMER-E1-0E-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8548;8549;8549;8549;8549;8549;8549;8550;8551;8552;8552;8552;8552;8552;8553;4272;4275;4282
IDNG-MG-CA;LUMI-EMER-E1-05-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8580;8581;8581;8581;8581;8581;8581;8582;8583;8584;8584;8584;8584;8584;8585;4288;4291;4298
IDNG-MG-CA;LUMI-EMER-E0-B7-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;8612;8613;8613;8613;8613;8613;8613;8614;8615;8616;8616;8616;8616;8616;8617;4304;4307;4314
IDNG-MG-CA;LUMI-EMER-DC-41-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;4;5;5;5;5;5;5;6;7;8;8;8;8;8;9;0;3;10
IDNG-MG-CA;LUMI-EMER-DC-4F-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;36;37;37;37;37;37;37;38;39;40;40;40;40;40;41;16;19;26
IDNG-MG-CA;LUMI-EMER-DC-4D-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;68;69;69;69;69;69;69;70;71;72;72;72;72;72;73;32;35;42
IDNG-MG-CA;LUMI-EMER-05-29-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;100;101;101;101;101;101;101;102;103;104;104;104;104;104;105;48;51;58
IDNG-MG-CA;LUMI-EMER-DC-4E-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;132;133;133;133;133;133;133;134;135;136;136;136;136;136;137;64;67;74
IDNG-MG-CA;LUMI-EMER-DC-50-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;164;165;165;165;165;165;165;166;167;168;168;168;168;168;169;80;83;90
IDNG-MG-CA;LUMI-EMER-DC-51-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;196;197;197;197;197;197;197;198;199;200;200;200;200;200;201;96;99;106
IDNG-MG-CA;LUMI-EMER-DC-52-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;228;229;229;229;229;229;229;230;231;232;232;232;232;232;233;112;115;122
IDNG-MG-CA;LUMI-EMER-04-F7-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;260;261;261;261;261;261;261;262;263;264;264;264;264;264;265;128;131;138
IDNG-MG-CA;LUMI-EMER-DC-40-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;292;293;293;293;293;293;293;294;295;296;296;296;296;296;297;144;147;154
IDNG-MG-CA;LUMI-EMER-DC-3F-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;324;325;325;325;325;325;325;326;327;328;328;328;328;328;329;160;163;170
IDNG-MG-CA;LUMI-EMER-DC-42-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;356;357;357;357;357;357;357;358;359;360;360;360;360;360;361;176;179;186
IDNG-MG-CA;LUMI-EMER-DC-43-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;388;389;389;389;389;389;389;390;391;392;392;392;392;392;393;192;195;202
IDNG-MG-CA;LUMI-EMER-04-F6-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;420;421;421;421;421;421;421;422;423;424;424;424;424;424;425;208;211;218
IDNG-MG-CA;LUMI-EMER-DC-46-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;452;453;453;453;453;453;453;454;455;456;456;456;456;456;457;224;227;234
IDNG-MG-CA;LUMI-EMER-DC-45-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;484;485;485;485;485;485;485;486;487;488;488;488;488;488;489;240;243;250
IDNG-MG-CA;LUMI-EMER-DC-44-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;516;517;517;517;517;517;517;518;519;520;520;520;520;520;521;256;259;266
IDNG-MG-CA;LUMI-EMER-DC-4B-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;548;549;549;549;549;549;549;550;551;552;552;552;552;552;553;272;275;282
IDNG-MG-CA;LUMI-EMER-04-F5-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;580;581;581;581;581;581;581;582;583;584;584;584;584;584;585;288;291;298
IDNG-MG-CA;LUMI-EMER-DC-3E-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;612;613;613;613;613;613;613;614;615;616;616;616;616;616;617;304;307;314
IDNG-MG-CA;LUMI-EMER-DC-49-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;644;645;645;645;645;645;645;646;647;648;648;648;648;648;649;320;323;330
IDNG-MG-CA;LUMI-EMER-DC-4C-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;676;677;677;677;677;677;677;678;679;680;680;680;680;680;681;336;339;346
IDNG-MG-CA;LUMI-EMER-DC-4A-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;708;709;709;709;709;709;709;710;711;712;712;712;712;712;713;352;355;362
IDNG-MG-CA;LUMI-EMER-04-F4-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;740;741;741;741;741;741;741;742;743;744;744;744;744;744;745;368;371;378
IDNG-MG-CA;LUMI-EMER-DC-48-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;772;773;773;773;773;773;773;774;775;776;776;776;776;776;777;384;387;394
IDNG-MG-CA;LUMI-EMER-DC-47-CAZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;902;804;805;805;805;805;805;805;806;807;808;808;808;808;808;809;400;403;410
