item;alias;description;sessionuid;road;stretchs;pk;sentido;on_change_measure;param2_entrance_tunnel_distance
1;TUN-NO-1CA;TUN-NO-1CA;TUN-NO-1CA;Carretera Tunel;Carretera;172+100;CA;SendValuesToVentilation.groovy;0
2;TUN-NO-2CA;TUN-NO-2CA;TUN-NO-2CA;Carretera Tunel;Carretera;172+100;CA;SendValuesToVentilation.groovy;0
3;TUN-NO-3CA;TUN-NO-3CA;TUN-NO-3CA;Carretera Tunel;Carretera;172+100;CA;SendValuesToVentilation.groovy;0
4;TUN-NO-4CA;TUN-NO-4CA;TUN-NO-4CA;Carretera Tunel;Carretera;172+100;CA;SendValuesToVentilation.groovy;0
5;TUN-NO-5CA;TUN-NO-5CA;TUN-NO-5CA;Carretera Tunel;Carretera;172+100;CA;SendValuesToVentilation.groovy;0
6;TUN-NO-1MA;TUN-NO-1MA;TUN-NO-1MA;Carretera Tunel;Carretera;173+900;MA;SendValuesToVentilation.groovy;0
7;TUN-NO-2MA;TUN-NO-2MA;TUN-NO-2MA;Carretera Tunel;Carretera;173+900;MA;SendValuesToVentilation.groovy;0
8;TUN-NO-3MA;TUN-NO-3MA;TUN-NO-3MA;Carretera Tunel;Carretera;173+900;MA;SendValuesToVentilation.groovy;0
9;TUN-NO-4MA;TUN-NO-4MA;TUN-NO-4MA;Carretera Tunel;Carretera;173+900;MA;SendValuesToVentilation.groovy;0
