device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_alarm(i);offset_fail(i)
TUN-CT-CGBT-SIR-1;SIRENA;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;2782;2783
TUN-CT-PCI-SIR-1;SIRENA;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;2784;2785
