device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_fail_trafo(i);offset_excess_windings_temperature(i)
TUN-TRAFO-MT-T154;TRAFO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;2480;2481
