device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_no_concentration(i);offset_alarm_sensor(i);offset_alarm_fa(i)
TUN-NO-1CA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;863;2100;2109
TUN-NO-2CA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;864;2101;2110
TUN-NO-3CA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;865;2102;2111
TUN-NO-4CA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;866;2103;2112
TUN-NO-5CA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;867;2104;2113
TUN-NO-1MA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;868;2105;2114
TUN-NO-2MA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;869;2106;2115
TUN-NO-3MA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;870;2107;2116
TUN-NO-4MA;NO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;871;2108;2117
