device_name;url_publisher
TUN-CS-ITS1;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
TUN-CSA-SAI;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
TUN-CSA-RED;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
TUN-CSV-TSM;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
TUN-CSV-TSC;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
TUN-CSA;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/
