device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_radio_system_fail(i)
TUN-MOD-1;RADIO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;2442
