device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_wind_speed(i);offset_wind_speed_kmh(i);offset_wind_direction(i);offset_alarm_sensor(i)
TUN-VTA-ANE-1MA;VANE;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;5274;5275;5276;3072
