device_name;source_name;host;port(i);url_publisher;offset_temperature(i);offset_pressure(i);offset_flow_rate(i)
PN-REACTOR;CENTRAL_NUCLEAR;192.168.88.74;502;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;5000;5001;5002
