device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_grp_corriente_fase_1(i);offset_grp_corriente_fase_2(i);offset_grp_corriente_fase_3(i);offset_grp_frecuencia_salida(i);offset_grp_horas_tot_marcha(i);offset_grp_rpm_generador(i);offset_grp_tension_bateria(i);offset_grp_tension_salida_gen(i);offset_grp_modo_operacion_off(i);offset_grp_modo_operacion_man(i);offset_grp_modo_operacion_aut(i);offset_grp_vol_gen_L1_N(i);offset_grp_vol_gen_L2_N(i);offset_grp_vol_gen_L3_N(i);offset_grp_gas_level(i);offset_grp_temp_rad(i);offset_grp_kwh(i);offset_grp_alarma_temperatura(i);offset_grp_alarma_general(i);offset_grp_motor_encendido(i);offset_grp_nivel_combust_rsv(i)
TUN-GEL-1MA;GRUPO_ELECTROGENO;192.168.88.74;502;503;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;5955;5956;5957;5958;5959;5960;5961;5962;5963;5964;5965;5966;5967;5968;5969;5970;5971;3097;3098;3099;3100
