device_name;source_name;host;measure_port(i);url_publisher;offset_corriente_fase_a(i);offset_corriente_fase_b(i);offset_corriente_fase_c(i);offset_corriente_fase_neutro(i);offset_corriente_fase_trifasica(i);offset_tension_fase_a(i);offset_tension_fase_b(i);offset_tension_fase_c(i);offset_tension_fase_trifasica(i);offset_tension_fase_a_b(i);offset_tension_fase_b_c(i);offset_tension_fase_c_a(i);offset_tension_promedio_fase_neutro(i);offset_potencia_activa_fase_a(i);offset_potencia_activa_fase_b(i);offset_potencia_activa_fase_c(i);offset_potencia_activa_total(i);offset_potencia_reactiva_fase_a(i);offset_potencia_reactiva_fase_b(i);offset_potencia_reactiva_fase_c(i);offset_potencia_reactiva_total(i);offset_potencia_aparente_fase_a(i);offset_potencia_aparente_fase_b(i);offset_potencia_aparente_fase_c(i);offset_potencia_aparente_total(i);offset_factor_de_potencia_fase_a(i);offset_factor_de_potencia_fase_b(i);offset_factor_de_potencia_fase_c(i);offset_factor_de_potencia_trifasico(i);offset_frecuencia(i);offset_energia_activa_entregada(i);offset_energia_activa_recibida(i);offset_energia_activa_entregada+recibida(i);offset_energia_activa_entregada-recibida(i);offset_energia_reactiva_entregada(i);offset_energia_reactiva_recibida(i);offset_energia_reactiva_entregada+recibida(i);offset_energia_reactiva_entregada-recibida(i);offset_energia_aparente_entregada(i);offset_energia_aparente_recibida(i);offset_energia_aparente_entregada+recibida(i);offset_energia_aparente_entregada-recibida(i);offset_ultima_demanda(i);offset_demanda_actual(i);offset_demanda_prevista(i);offset_demanda_maxima(i)
TUN-ARED-1;ANALIZADOR_RED;192.168.88.74;502;http:\/\/192.168.88.30:3000\/api\/v2\/generic\/;5302;5303;5304;5305;5306;5307;5308;5309;5310;5311;5312;5313;5314;5315;5316;5317;5318;5319;5320;5321;5322;5323;5324;5325;5326;5327;5328;5329;5330;5331;5332;5333;5334;5335;5336;5337;5338;5339;5340;5341;5342;5343;5344;5345;5346;5347
