item;element_subtype;alias;description;sessionuid;road;stretchs;pk;sentido
3;2;LQ-CUAD-PRES-GAL-CA;LQ-CUAD-PRES-GAL-CA;LQ-CUAD-PRES-GAL-CA;Carretera Tunel;Carretera;166+720;CA
4;2;LQ-CUAD-PRES-GAL-MA;LQ-CUAD-PRES-GAL-MA;LQ-CUAD-PRES-GAL-MA;Carretera Tunel;Carretera;166+720;CA
