root_device;signal;id;device;channel;description;controller;inverseLogic
LQ-VENT-VF5-CA;inverseSpinInput;3;CGBT;M7DI9;LQ-VENT-VF5-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF5-CA;inverseSpinOutput;4;CGBT;M3DO8;LQ-VENT-VF5-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF6-CA;directSpinInput;1;CGBT;M7DI12;LQ-VENT-VF6-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF6-CA;directSpinOutput;2;CGBT;M3DO9;LQ-VENT-VF6-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF6-CA;inverseSpinInput;3;CGBT;M7DI13;LQ-VENT-VF6-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF6-CA;inverseSpinOutput;4;CGBT;M3DO10;LQ-VENT-VF6-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF7-CA;directSpinInput;1;CGBT;M8DI0;LQ-VENT-VF7-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF7-CA;directSpinOutput;2;CGBT;M3DO11;LQ-VENT-VF7-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF7-CA;inverseSpinInput;3;CGBT;M8DI1;LQ-VENT-VF7-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF7-CA;inverseSpinOutput;4;CGBT;M3DO12;LQ-VENT-VF7-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF8-CA;directSpinInput;1;CGBT;M8DI4;LQ-VENT-VF8-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF8-CA;directSpinOutput;2;CGBT;M3DO13;LQ-VENT-VF8-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF8-CA;inverseSpinInput;3;CGBT;M8DI5;LQ-VENT-VF8-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF8-CA;inverseSpinOutput;4;CGBT;M3DO14;LQ-VENT-VF8-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF9-CA;directSpinInput;1;CGBT;M8DI8;LQ-VENT-VF9-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF9-CA;directSpinOutput;2;CGBT;M3DO15;LQ-VENT-VF9-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF9-CA;inverseSpinInput;3;CGBT;M8DI9;LQ-VENT-VF9-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF9-CA;inverseSpinOutput;4;CGBT;M4DO0;LQ-VENT-VF9-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF10-CA;directSpinInput;1;CGBT;M8DI12;LQ-VENT-VF10-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF10-CA;directSpinOutput;2;CGBT;M4DO1;LQ-VENT-VF10-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF10-CA;inverseSpinInput;3;CGBT;M8DI13;LQ-VENT-VF10-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF10-CA;inverseSpinOutput;4;CGBT;M4DO2;LQ-VENT-VF10-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF11-CA;directSpinInput;1;CGBT;M9DI0;LQ-VENT-VF11-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF11-CA;directSpinOutput;2;CGBT;M4DO3;LQ-VENT-VF11-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF11-CA;inverseSpinInput;3;CGBT;M9DI1;LQ-VENT-VF11-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF11-CA;inverseSpinOutput;4;CGBT;M4DO4;LQ-VENT-VF11-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF12-CA;directSpinInput;1;CGBT;M9DI4;LQ-VENT-VF12-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF12-CA;directSpinOutput;2;CGBT;M4DO5;LQ-VENT-VF12-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF12-CA;inverseSpinInput;3;CGBT;M9DI5;LQ-VENT-VF12-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF12-CA;inverseSpinOutput;4;CGBT;M4DO6;LQ-VENT-VF12-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF13-CA;directSpinInput;1;CGBT;M9DI8;LQ-VENT-VF13-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF13-CA;directSpinOutput;2;CGBT;M4DO7;LQ-VENT-VF13-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF13-CA;inverseSpinInput;3;CGBT;M9DI9;LQ-VENT-VF13-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF13-CA;inverseSpinOutput;4;CGBT;M4DO8;LQ-VENT-VF13-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF14-CA;directSpinInput;1;CGBT;M9DI12;LQ-VENT-VF14-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF14-CA;directSpinOutput;2;CGBT;M4DO9;LQ-VENT-VF14-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF14-CA;inverseSpinInput;3;CGBT;M9DI13;LQ-VENT-VF14-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF14-CA;inverseSpinOutput;4;CGBT;M4DO10;LQ-VENT-VF14-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF15-CA;directSpinInput;1;CGBT;M10DI0;LQ-VENT-VF15-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF15-CA;directSpinOutput;2;CGBT;M4DO11;LQ-VENT-VF15-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF15-CA;inverseSpinInput;3;CGBT;M10DI1;LQ-VENT-VF15-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF15-CA;inverseSpinOutput;4;CGBT;M4DO12;LQ-VENT-VF15-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF16-CA;directSpinInput;1;CGBT;M10DI4;LQ-VENT-VF16-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF16-CA;directSpinOutput;2;CGBT;M4DO13;LQ-VENT-VF16-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF16-CA;inverseSpinInput;3;CGBT;M10DI5;LQ-VENT-VF16-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF16-CA;inverseSpinOutput;4;CGBT;M4DO14;LQ-VENT-VF16-CA  Control giro sentido inverso;WAGO;false
