root_device;signal;id;device;channel;description;controller;inverseLogic
LQ-VENT-VF1-CA;directSpinInput;1;CGBT;M6DI8;LQ-VENT-VF1-CA Estado giro sentido directo;WAGO;false
LQ-VENT-VF1-CA;directSpinOutput;2;CGBT;M2DO15;LQ-VENT-VF1-CA Control giro sentido directo;WAGO;false
LQ-VENT-VF1-CA;inverseSpinInput;3;CGBT;M6DI9;LQ-VENT-VF1-CA Estado giro sentido inverso;WAGO;false
LQ-VENT-VF1-CA;inverseSpinOutput;4;CGBT;M3DO0;LQ-VENT-VF1-CA Control giro sentido inverso;WAGO;false
LQ-VENT-VF2-CA;directSpinInput;1;CGBT;M6DI12;LQ-VENT-VF2-CA Estado giro sentido directo;WAGO;false
LQ-VENT-VF2-CA;directSpinOutput;2;CGBT;M3DO1;LQ-VENT-VF2-CA Control giro sentido directo;WAGO;false
LQ-VENT-VF2-CA;inverseSpinInput;3;CGBT;M6DI13;LQ-VENT-VF2-CA Estado giro sentido inverso;WAGO;false
LQ-VENT-VF2-CA;inverseSpinOutput;4;CGBT;M3DO2;LQ-VENT-VF2-CA Control giro sentido inverso;WAGO;false
LQ-VENT-VF3-CA;directSpinInput;1;CGBT;M7DI0;LQ-VENT-VF3-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF3-CA;directSpinOutput;2;CGBT;M3DO3;LQ-VENT-VF3-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF3-CA;inverseSpinInput;3;CGBT;M7DI1;LQ-VENT-VF3-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF3-CA;inverseSpinOutput;4;CGBT;M3DO4;LQ-VENT-VF3-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF4-CA;directSpinInput;1;CGBT;M7DI4;LQ-VENT-VF4-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF4-CA;directSpinOutput;2;CGBT;M3DO5;LQ-VENT-VF4-CA  Control giro sentido directo;WAGO;false
LQ-VENT-VF4-CA;inverseSpinInput;3;CGBT;M7DI5;LQ-VENT-VF4-CA  Estado giro sentido inverso;WAGO;false
LQ-VENT-VF4-CA;inverseSpinOutput;4;CGBT;M3DO6;LQ-VENT-VF4-CA  Control giro sentido inverso;WAGO;false
LQ-VENT-VF5-CA;directSpinInput;1;CGBT;M7DI8;LQ-VENT-VF5-CA  Estado giro sentido directo;WAGO;false
LQ-VENT-VF5-CA;directSpinOutput;2;CGBT;M3DO7;LQ-VENT-VF5-CA  Control giro sentido directo;WAGO;false
