id_synoptic;id_subsistema;id_element_type;name;description;label;base_layer
4;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
4;4;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
4;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
4;6;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
4;7;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
4;8;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
4;9;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
4;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
4;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
4;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
4;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
4;14;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
4;15;NULL;CT;CT;LBL_CT;NULL
4;16;NULL;RADIO;RADIO;LBL_RADIO;NULL
5;1;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
5;2;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
5;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
5;4;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
5;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
5;6;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
5;7;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
5;8;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
5;9;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
5;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
5;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
5;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
5;13;NULL;RADIO;RADIO;LBL_RADIO;NULL
6;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
6;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
6;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
6;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
6;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
6;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
6;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
6;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
6;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
6;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
6;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
6;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
6;13;NULL;CT;CT;LBL_CT;NULL
6;14;NULL;RADIO;RADIO;LBL_RADIO;NULL
7;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
7;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
7;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
7;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
7;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
7;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
7;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
7;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
7;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
7;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
7;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
7;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
7;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
7;14;NULL;CT;CT;LBL_CT;NULL
7;15;NULL;RADIO;RADIO;LBL_RADIO;NULL
8;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
8;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
8;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
8;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
8;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
8;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
8;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
8;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
8;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
8;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
8;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
8;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
8;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
8;14;NULL;CT;CT;LBL_CT;NULL
8;15;NULL;RADIO;RADIO;LBL_RADIO;NULL
9;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
9;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
9;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
9;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
9;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
9;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
9;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
9;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
9;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
9;10;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
9;11;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
9;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
9;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
9;14;NULL;RADIO;RADIO;LBL_RADIO;NULL
10;1;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
10;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
10;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
10;4;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
10;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
10;6;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
10;7;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
10;8;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
10;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
10;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
10;11;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
10;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
10;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
10;14;NULL;RADIO;RADIO;LBL_RADIO;NULL
11;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
11;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
11;3;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
11;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
11;5;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
11;6;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
11;7;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
11;8;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
11;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
11;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
11;11;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
11;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
11;14;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
11;15;NULL;CT;CT;LBL_CT;NULL
11;16;NULL;RADIO;RADIO;LBL_RADIO;NULL
12;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
12;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
12;3;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
12;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
12;5;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
12;6;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
12;7;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
12;8;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
12;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
12;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
12;11;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
12;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
12;13;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
12;14;NULL;RADIO;RADIO;LBL_RADIO;NULL
13;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
13;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
13;3;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
13;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
13;5;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
13;6;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
13;7;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
13;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
13;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
13;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
13;11;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
13;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
13;13;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
13;14;NULL;RADIO;RADIO;LBL_RADIO;NULL
14;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
14;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
14;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
14;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
14;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
14;6;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
14;7;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
14;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
14;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
14;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
14;11;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
14;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
14;13;NULL;RADIO;RADIO;LBL_RADIO;NULL
15;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
15;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
15;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
15;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
15;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
15;6;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
15;7;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
15;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
15;9;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
15;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
15;11;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
15;12;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
15;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
15;14;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
15;15;NULL;CT;CT;LBL_CT;NULL
15;16;NULL;RADIO;RADIO;LBL_RADIO;NULL
16;1;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
16;2;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
16;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
16;4;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
16;5;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
16;6;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
16;7;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
16;8;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
16;9;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
16;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
16;11;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
16;12;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
16;13;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
16;14;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
16;15;NULL;CT;CT;LBL_CT;NULL
16;16;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
17;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
17;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
17;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
17;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
17;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
17;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
17;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
17;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
17;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
17;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
17;11;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
17;12;NULL;CT;CT;LBL_CT;NULL
17;13;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
17;14;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
18;1;NULL;CAMARAS;CAMARAS;LBL_CAMARAS;NULL
18;2;NULL;CONTROL DE ACCESOS;CONTROL DE ACCESOS;LBL_CTRL_ACCESOS;NULL
18;3;NULL;CITOFONIA;CITOFONIA;LBL_CITOFONIA;NULL
18;4;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
18;5;NULL;CONTROL DE INCENDIOS;CONTROL DE INCENDIOS;LBL_CONTROL_DE_INCENDIOS;NULL
18;6;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
18;7;NULL;MEGAFONIA;MEGAFONIA;LBL_MEGAFONIA;NULL
18;8;NULL;DAT TRAFICO;DAT TRAFICO;LBL_DAT_TRAFICO;NULL
18;9;NULL;PRESURIZACION;PRESURIZACION;LBL_PRESURIZACION;NULL
18;10;NULL;SEÑALIZACION;SEÑALIZACION;LBL_SEÑALIZACION;NULL
18;11;NULL;SERVIDOR DE SINCRONISMO;SERVIDOR DE SINCRONISMO;LBL_SERVIDOR_DE_SINCRONISMO;NULL
18;12;NULL;ILUMINACION;ILUMINACION;LBL_ILUMINACION;NULL
18;13;NULL;ARMARIOS_ELEC;ARMARIOS_ELEC;LBL_ARMARIOS_ELEC;NULL
18;14;NULL;CT;CT;LBL_CT;NULL
18;15;NULL;SENTINAS;SENTINAS;LBL_SENTINAS;NULL
18;16;NULL;RADIO;RADIO;LBL_RADIO;NULL
19;1;NULL;CONTROL AMBIENTAL;CONTROL AMBIENTAL;LBL_CTRL_AMBIENTAL;NULL
20;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
21;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
22;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
23;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
24;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
25;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
26;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
27;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
28;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
29;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
30;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
30;2;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
31;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
31;2;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
32;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
32;2;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
33;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
33;2;NULL;DETECCION LINEAL DE INCENDIOS;DETECCION LINEAL DE INCENDIOS;LBL_DETECCION_LINEAL_DE_INCENDIOS;NULL
34;1;NULL;ELECTRICIDAD;ELECTRICIDAD;LBL_ELECTRICIDAD;NULL
