circuito_virtual_izqda_1;circuito_virtual_dcha_1;interruptor_izqda_1;interruptor_dcha_1;interruptor_tension;circuito;url_publisher
CREP-IZQ-ILU-SUR-3;CREP-DER-ILU-SUR-3;INT-CREP-IZQ-ILU-SUR-3;INT-CREP-DER-ILU-SUR-3;INT-K01-ILU-SUR-3;CONT-CREP-ILU-SUR-3;http://192.168.88.201:3000/api/v2/generic
