circuito_virtual_izqda_1;circuito_virtual_dcha_1;interruptor_izqda_1;interruptor_dcha_1;interruptor_tension;circuito;url_publisher
NUB-IZQ-ILU-SUR-1;NUB-DER-1-ILU-SUR-1;INT-NUB-IZQ-ILU-SUR-1;INT-NUB-DER-1-ILU-SUR-1;INT-K01-ILU-SUR-1;CONT-NUB-ILU-SUR-1;http://192.168.88.201:3000/api/v2/generic
