circuito_virtual_izqda_1;circuito_virtual_izqda_2;circuito_virtual_izqda_3;circuito_virtual_dcha_1;circuito_virtual_dcha_2;circuito_virtual_dcha_3;interruptor_izqda_1;interruptor_izqda_2;interruptor_izqda_3;interruptor_dcha_1;interruptor_dcha_2;interruptor_dcha_3;interruptor_tension;circuito;url_publisher
REF-IZQ-1-ILU-NOR-2;REF-IZQ-2-ILU-NOR-2;REF-IZQ-3-ILU-NOR-2;REF-DER-1-ILU-NOR-2;REF-DER-2-ILU-NOR-2;REF-DER-3-ILU-NOR-2;INT-REF-IZQ-1-ILU-NOR-2;INT-REF-IZQ-2-ILU-NOR-2;INT-REF-IZQ-3-ILU-NOR-2;INT-REF-DER-1-ILU-NOR-2;INT-REF-DER-2-ILU-NOR-2;INT-REF-DER-3-ILU-NOR-2;INT-K02-ILU-NOR-2;CONT-REF-ILU-NOR-2;http://192.168.88.201:3000/api/v2/generic
