circuito_virtual_izqda_1;interruptor_izqda_1;interruptor_tension;circuito;url_publisher
NOC-IZQ-ILU-SUR-4;INT-NOC-IZQ-ILU-SUR-4;INT-K01-ILU-SUR-4;CONT-NOC-ILU-SUR-4;http://192.168.88.201:3000/api/v2/generic
