circuito_virtual_izqda_1;interruptor_izqda_1;interruptor_tension;circuito;url_publisher
EXT-ILU-SUR-3;INT-EXT-ILU-SUR-3;INT-K01-ILU-SUR-3;CONT-EXT-ILU-SUR-3;http://192.168.88.201:3000/api/v2/generic
