circuito_virtual_izqda_1;circuito_virtual_dcha_1;interruptor_izqda_1;interruptor_dcha_1;interruptor_tension;circuito;url_publisher
CREP-IZQ-ILU-NOR-2;CREP-DER-ILU-NOR-2;INT-CREP-IZQ-ILU-NOR-2;INT-CREP-DER-ILU-NOR-2;INT-K02-ILU-NOR-2;CONT-CREP-ILU-NOR-2;http://192.168.88.201:3000/api/v2/generic
