device_name;url_publisher
PSE-1-01-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-1-02-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-1-09-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-1-11-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-1-17-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-1-02-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-2-01-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-2-02-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-2-06-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-2-11-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSI-2-17-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-2-02-DP;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-1-02-CA;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-2-02-CA;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-1-01-CZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-1-02-CZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
PSE-2-02-CZ;http:\/\/172.21.3.202:3000\/api\/v2\/generic\/
