circuito_virtual_izqda_1;circuito_virtual_izqda_2;circuito_virtual_izqda_3;circuito_virtual_dcha_1;circuito_virtual_dcha_2;circuito_virtual_dcha_3;interruptor_izqda_1;interruptor_izqda_2;interruptor_izqda_3;interruptor_dcha_1;interruptor_dcha_2;interruptor_dcha_3;interruptor_tension;circuito;url_publisher
CREP-IZQ-1-ILU-NOR-3;CREP-IZQ-2-ILU-NOR-3;CREP-IZQ-3-ILU-NOR-3;CREP-DER-1-ILU-NOR-3;CREP-DER-2-ILU-NOR-3;CREP-DER-3-ILU-NOR-3;INT-CREP-IZQ-1-ILU-NOR-3;INT-CREP-IZQ-2-ILU-NOR-3;INT-CREP-IZQ-3-ILU-NOR-3;INT-CREP-DER-1-ILU-NOR-3;INT-CREP-DER-2-ILU-NOR-3;INT-CREP-DER-3-ILU-NOR-3;INT-K02-ILU-NOR-3;CONT-CREP-ILU-NOR-3;http://192.168.88.201:3000/api/v2/generic
