circuito_virtual_izqda_1;circuito_virtual_izqda_2;circuito_virtual_dcha_1;circuito_virtual_dcha_2;interruptor_izqda_1;interruptor_izqda_2;interruptor_dcha_1;interruptor_dcha_2;interruptor_tension;circuito;url_publisher
SOL-IZQ-1-ILU-SUR-1;SOL-IZQ-2-ILU-SUR-1;SOL-DER-1-ILU-SUR-1;SOL-DER-2-ILU-SUR-1;INT-SOL-IZQ-1-ILU-SUR_1;INT-SOL-IZQ-2-ILU-SUR_1;INT-SOL-DER-1-ILU-SUR_1;INT-SOL-DER-2-ILU-SUR_1;INT-K01-ILU-SUR-1;CONT-SOL-ILU-SUR_1;http://192.168.88.201:3000/api/v2/generic
