circuito_virtual_izqda_1;circuito_virtual_izqda_2;interruptor_izqda_1;interruptor_izqda_2;interruptor_tension;circuito;url_publisher
NOC-IZQ-1-ILU-SUR-3;NOC-IZQ-2-ILU-SUR-3;INT-NOC-IZQ-1-ILU-SUR-3;INT-NOC-IZQ-2-ILU-SUR-3;INT-K01-ILU-SUR-3;CONT-NOC-ILU-SUR-3;http://192.168.88.201:3000/api/v2/generic
