circuito_virtual_izqda_1;circuito_virtual_dcha_1;interruptor_izqda_1;interruptor_dcha_1;interruptor_tension;circuito;url_publisher
EXT-ENT-ILU-SUR-4;EXT-SAL-ILU-SUR-4;INT-EXT-ENT-ILU-SUR-4;INT-EXT-SAL-ILU-SUR-4;INT-K01-ILU-SUR-4;CONT-EXT-ILU-SUR-4;http://192.168.88.201:3000/api/v2/generic
