circuito_virtual_izqda_1;interruptor_izqda_1;interruptor_tension;circuito;url_publisher
NOC-IZQ-ILU-SUR-1;INT-NOC-IZQ-ILU-SUR-1;INT-K01-ILU-SUR-1;CONT-NOC-ILU-SUR-1;http://192.168.88.201:3000/api/v2/generic
