device_name;url_publisher;source_name;host;port(i);offset_state(i)
INT-NUB-IZQ-2-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;69
INT-NOC-IZQ-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;70
INT-CREP-IZQ-1-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;71
INT-CREP-IZQ-2-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;72
INT-SOL-DER-1-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;73
INT-SOL-DER-2-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;74
INT-SOL-DER-3-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;75
INT-SOL-DER-4-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;76
INT-NUB-DER-1-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;77
INT-NUB-DER-2-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;78
INT-CREP-DER-1-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;79
INT-CREP-DER-2-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;80
INT-EXT-ENT-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;81
INT-EXT-SAL-ILU-NOR-4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;82
INT-K01-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;0
INT-F1-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;1
INT-Q1-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;2
INT-Q2-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;3
INT-Q4-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;4
INT-Q5-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;5
INT-Q6-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;6
INT-Q7-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;7
INT-K02-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;8
INT-Q3-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;9
INT-Q8-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;10
INT-Q9-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;11
INT-F2-CGBT-DP4;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;ES-05-CA;172.21.57.50;502;12
