circuito_virtual_izqda_1;interruptor_izqda_1;interruptor_tension;circuito;url_publisher
NOC-IZQ-ILU-NOR-1;INT-NOC-IZQ-ILU-NOR-1;INT-K02-ILU-NOR-1;CONT-NOC-ILU-NOR-1;http://192.168.88.201:3000/api/v2/generic
