circuito_virtual_izqda_1;interruptor_izqda_1;interruptor_tension;circuito;url_publisher
EXT-ILU-NOR-2;INT-EXT-ILU-NOR-2;INT-K02-ILU-NOR-2;CONT-EXT-ILU-NOR-2;http://192.168.88.201:3000/api/v2/generic
