item;alias;description;sessionuid;road;stretchs;secc;pk;sentido;dm
1;CT01-CCI-001;CT01-CCI-001;CT01-CCI-001;AVO;;Secc.01-10-14;36+920;;620
2;CT02-CCI-001;CT02-CCI-001;CT02-CCI-001;AVO;;Secc.01-10-01;38+048;;1748
3;CT03-CCI-001;CT03-CCI-001;CT03-CCI-001;AVO;;Secc.01-11-12;39+015;;2715
4;CT04-CCI-001;CT04-CCI-001;CT04-CCI-001;AVO;;Secc.02-10-04;40+37;;4070
5;CT05-CCI-001;CT05-CCI-001;CT05-CCI-001;AVO;;Secc.03-11-11;41+415;;5115
6;CT06-CCI-001;CT06-CCI-001;CT06-CCI-001;AVO;;Secc.02-10-05;42+58;;6280
7;CT07-CCI-001;CT07-CCI-001;CT07-CCI-001;AVO;;Secc.02-10-06;43+52;;7220
8;CT08-CCI-001;CT08-CCI-001;CT08-CCI-001;AVO;;Secc.03-11-08;44+52;;8220
