synoptic_alias;alias;parent_alias;id_element_type;id_element_subtype;module_action_id
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_ELECTRICAL_CABINETS;;;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_SERVER_DAI;;;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_SYNC_SERVER;;;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_PANELES_GR_TXT;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;71;19;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_ANPR;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;2;1;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_DAI;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;2;2;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_DOMO;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;2;3;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_CAM_SANCTIONING;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;2;4;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_ELECTRICAL_CABINETS;SYNOPTIC_LAYERS_ELECTRICAL_CABINETS;25;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_SERVER_DAI;SYNOPTIC_LAYERS_SERVER_DAI;52;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_RFID;SYNOPTIC_LAYERS_CONTROL_DE_ACCESSOS;69;;
SELECTOR_TREE_NODES_SINOPTICOS_RUTA_MINA;SYNOPTIC_LAYERS_SYNC_SERVER;SYNOPTIC_LAYERS_SYNC_SERVER;95;;
